layer_id,run_id,debias_method,model,method,train_accuracy,train_roc_auc,train_f1,train_recall,train_precision,test_accuracy,test_roc_auc,test_f1,test_recall,test_precision
2,0,lr,LogisticRegression,real,0.7706422018348624,0.8693143022831649,0.7678018575851393,0.7678018575851393,0.7678018575851393,0.71875,0.798828125,0.7073170731707317,0.6796875,0.7372881355932204
2,0,lr,XGBoost,real,0.827217125382263,0.8571735897411915,0.8295625942684767,0.8513931888544891,0.8088235294117647,0.79296875,0.8477783203125,0.792156862745098,0.7890625,0.7952755905511811
2,0,dm,LogisticRegression,real,0.4938837920489297,0.4452311692684707,0.661207778915046,1.0,0.4938837920489297,0.5,0.57525634765625,0.6666666666666666,1.0,0.5
2,0,dm,XGBoost,real,0.6819571865443425,0.7356916371255132,0.6876876876876877,0.7089783281733746,0.6676384839650146,0.66015625,0.7166748046875,0.6640926640926641,0.671875,0.6564885496183206
2,0,lr,LogisticRegression,random_shuffle,0.5061162079510704,0.5052893474133173,0.5113464447806354,0.5232198142414861,0.5,0.56640625,0.57049560546875,0.5747126436781609,0.5859375,0.5639097744360902
2,0,lr,LogisticRegression,random_unit_vector,0.5076452599388379,0.5372686202800407,0.5030864197530864,0.5046439628482973,0.5015384615384615,0.5078125,0.51580810546875,0.5116279069767442,0.515625,0.5076923076923077
2,0,dm,LogisticRegression,random_shuffle,0.5535168195718655,0.5493438590255628,0.54375,0.5386996904024768,0.5488958990536278,0.484375,0.51226806640625,0.5,0.515625,0.4852941176470588
2,0,dm,LogisticRegression,random_unit_vector,0.44954128440366975,0.4249249389690683,0.43573667711598746,0.43034055727554177,0.44126984126984126,0.56640625,0.5655517578125,0.5577689243027888,0.546875,0.5691056910569106
2,1,lr,LogisticRegression,real,0.7896341463414634,0.8670477783974717,0.7876923076923077,0.7757575757575758,0.8,0.7421875,0.8294677734375,0.7226890756302521,0.671875,0.7818181818181819
2,1,lr,XGBoost,real,0.8567073170731707,0.8984104852203013,0.8605341246290801,0.8787878787878788,0.8430232558139535,0.8046875,0.85430908203125,0.8031496062992126,0.796875,0.8095238095238095
2,1,dm,LogisticRegression,real,0.5030487804878049,0.4743911507715189,0.6693711967545639,1.0,0.5030487804878049,0.5,0.55401611328125,0.6666666666666666,1.0,0.5
2,1,dm,XGBoost,real,0.6890243902439024,0.7451756832124931,0.6871165644171779,0.6787878787878788,0.6956521739130435,0.6953125,0.7353515625,0.6953125,0.6953125,0.6953125
2,1,lr,LogisticRegression,random_shuffle,0.4603658536585366,0.4621212121212121,0.46200607902735563,0.46060606060606063,0.4634146341463415,0.484375,0.4578857421875,0.4883720930232558,0.4921875,0.4846153846153846
2,1,lr,LogisticRegression,random_unit_vector,0.4603658536585366,0.4540063208774866,0.4809384164222874,0.49696969696969695,0.4659090909090909,0.4609375,0.44580078125,0.4435483870967742,0.4296875,0.4583333333333333
2,1,dm,LogisticRegression,random_shuffle,0.47103658536585363,0.465597694738799,0.4766214177978884,0.47878787878787876,0.4744744744744745,0.515625,0.53521728515625,0.5193798449612403,0.5234375,0.5153846153846153
2,1,dm,LogisticRegression,random_unit_vector,0.45426829268292684,0.43595463840862614,0.4281150159744409,0.40606060606060607,0.4527027027027027,0.484375,0.48614501953125,0.46774193548387094,0.453125,0.48333333333333334
2,2,lr,LogisticRegression,real,0.7895569620253164,0.8811715229195732,0.7851373182552503,0.8073089700996677,0.7641509433962265,0.72265625,0.804931640625,0.7125506072874493,0.6875,0.7394957983193278
2,2,lr,XGBoost,real,0.8512658227848101,0.9033132258032138,0.8459016393442623,0.8571428571428571,0.8349514563106796,0.78125,0.860595703125,0.7723577235772358,0.7421875,0.8050847457627118
2,2,dm,LogisticRegression,real,0.4762658227848101,0.5034477220945288,0.6452304394426581,1.0,0.4762658227848101,0.5,0.42578125,0.6666666666666666,1.0,0.5
2,2,dm,XGBoost,real,0.7009493670886076,0.7655548975720409,0.7060653188180405,0.7541528239202658,0.6637426900584795,0.67578125,0.73028564453125,0.6745098039215687,0.671875,0.6771653543307087
2,2,lr,LogisticRegression,random_shuffle,0.46360759493670883,0.45854202005399924,0.4469820554649266,0.45514950166112955,0.4391025641025641,0.5,0.48431396484375,0.518796992481203,0.5390625,0.5
2,2,lr,LogisticRegression,random_unit_vector,0.5174050632911392,0.5352249801768526,0.5072697899838449,0.521594684385382,0.4937106918238994,0.59765625,0.6072998046875,0.5992217898832685,0.6015625,0.5968992248062015
