layer_id,model,run_id,train_accuracy,train_roc_auc,train_f1,train_recall,train_precision,test_accuracy,test_roc_auc,test_f1,test_recall,test_precision
20,LogisticRegression,0,1.0,1.0,1.0,1.0,1.0,0.96484375,0.99114990234375,0.9655172413793104,0.984375,0.9473684210526315
20,XGBoost,0,1.0,1.0,1.0,1.0,1.0,0.8671875,0.9649658203125,0.8794326241134752,0.96875,0.8051948051948052
20,LogisticRegression,1,1.0,1.0,1.0,1.0,1.0,0.97265625,0.9945068359375,0.972972972972973,0.984375,0.9618320610687023
20,XGBoost,1,1.0,1.0,1.0,1.0,1.0,0.8359375,0.96331787109375,0.8561643835616438,0.9765625,0.7621951219512195
20,LogisticRegression,2,1.0,1.0,1.0,1.0,1.0,0.96484375,0.99066162109375,0.9652509652509652,0.9765625,0.9541984732824428
20,XGBoost,2,1.0,1.0,1.0,1.0,1.0,0.8515625,0.9593505859375,0.8661971830985915,0.9609375,0.7884615384615384
20,LogisticRegression,3,1.0,0.9999999999999999,1.0,1.0,1.0,0.95703125,0.99407958984375,0.9575289575289575,0.96875,0.9465648854961832
20,XGBoost,3,1.0,1.0,1.0,1.0,1.0,0.8515625,0.95343017578125,0.8661971830985915,0.9609375,0.7884615384615384
20,LogisticRegression,4,1.0,1.0,1.0,1.0,1.0,0.9765625,0.99224853515625,0.9765625,0.9765625,0.9765625
20,XGBoost,4,1.0,1.0,1.0,1.0,1.0,0.8828125,0.9658203125,0.8905109489051095,0.953125,0.8356164383561644
20,LogisticRegression,5,1.0,1.0,1.0,1.0,1.0,0.9609375,0.99517822265625,0.9615384615384616,0.9765625,0.946969696969697
20,XGBoost,5,1.0,1.0,1.0,1.0,1.0,0.86328125,0.96502685546875,0.8754448398576512,0.9609375,0.803921568627451
20,LogisticRegression,6,1.0,1.0,1.0,1.0,1.0,0.96875,0.991943359375,0.9689922480620154,0.9765625,0.9615384615384616
20,XGBoost,6,1.0,1.0,1.0,1.0,1.0,0.85546875,0.952880859375,0.8673835125448028,0.9453125,0.8013245033112583
20,LogisticRegression,7,1.0,1.0,1.0,1.0,1.0,0.97265625,0.992919921875,0.972972972972973,0.984375,0.9618320610687023
20,XGBoost,7,1.0,1.0,1.0,1.0,1.0,0.83203125,0.95318603515625,0.852233676975945,0.96875,0.7607361963190185
20,LogisticRegression,8,1.0,1.0,1.0,1.0,1.0,0.96875,0.9932861328125,0.9692307692307692,0.984375,0.9545454545454546
20,XGBoost,8,1.0,1.0,1.0,1.0,1.0,0.87109375,0.96331787109375,0.8833922261484098,0.9765625,0.8064516129032258
20,LogisticRegression,9,1.0,1.0,1.0,1.0,1.0,0.9609375,0.9923095703125,0.9618320610687023,0.984375,0.9402985074626866
20,XGBoost,9,1.0,1.0,1.0,1.0,1.0,0.859375,0.9522705078125,0.8723404255319149,0.9609375,0.7987012987012987
