layer_id,model,run_id,train_accuracy,train_roc_auc,train_f1,train_recall,train_precision,test_accuracy,test_roc_auc,test_f1,test_recall,test_precision
3,LogisticRegression,0,0.9854910714285714,0.9981739277742347,0.9854748603351955,0.984375,0.9865771812080537,0.7734375,0.87274169921875,0.7716535433070866,0.765625,0.7777777777777778
3,XGBoost,0,1.0,1.0,1.0,1.0,1.0,0.60546875,0.68115234375,0.5843621399176955,0.5546875,0.6173913043478261
3,LogisticRegression,1,0.9860491071428571,0.9982959980867347,0.9860100727476218,0.9832589285714286,0.9887766554433222,0.8046875,0.883544921875,0.8120300751879699,0.84375,0.782608695652174
3,XGBoost,1,1.0,1.0,1.0,1.0,1.0,0.65625,0.7198486328125,0.6451612903225806,0.625,0.6666666666666666
3,LogisticRegression,2,0.9877232142857143,0.9991205955038266,0.9876819708846585,0.984375,0.9910112359550561,0.80859375,0.88372802734375,0.8136882129277566,0.8359375,0.7925925925925926
3,XGBoost,2,1.0,1.0,1.0,1.0,1.0,0.66796875,0.72943115234375,0.6743295019157088,0.6875,0.6616541353383458
3,LogisticRegression,3,0.9860491071428571,0.9983283840880102,0.9861033907726515,0.9899553571428571,0.982281284606866,0.83984375,0.88177490234375,0.8416988416988417,0.8515625,0.8320610687022901
3,XGBoost,3,1.0,1.0,1.0,1.0,1.0,0.66015625,0.731201171875,0.6741573033707865,0.703125,0.6474820143884892
3,LogisticRegression,4,0.9877232142857143,0.9994407186702805,0.9877232142857143,0.9877232142857143,0.9877232142857143,0.80859375,0.8802490234375,0.8136882129277566,0.8359375,0.7925925925925926
3,XGBoost,4,1.0,1.0,1.0,1.0,1.0,0.6328125,0.68438720703125,0.6518518518518519,0.6875,0.6197183098591549
3,LogisticRegression,5,0.9871651785714286,0.9988228934151786,0.9871436556735607,0.9854910714285714,0.9888017917133258,0.74609375,0.8323974609375,0.749034749034749,0.7578125,0.7404580152671756
3,XGBoost,5,1.0,1.0,1.0,1.0,1.0,0.65625,0.71533203125,0.6507936507936508,0.640625,0.6612903225806451
3,LogisticRegression,6,0.9899553571428571,0.9988677355707908,0.9899888765294772,0.9933035714285714,0.9866962305986696,0.80078125,0.87298583984375,0.8075471698113208,0.8359375,0.781021897810219
3,XGBoost,6,0.9994419642857143,1.0,0.9994416527079844,0.9988839285714286,1.0,0.65625,0.70330810546875,0.6666666666666666,0.6875,0.6470588235294118
3,LogisticRegression,7,0.9877232142857143,0.9991068937340561,0.9877232142857143,0.9877232142857143,0.9877232142857143,0.80078125,0.862548828125,0.8045977011494253,0.8203125,0.7894736842105263
3,XGBoost,7,1.0,1.0,1.0,1.0,1.0,0.62109375,0.713134765625,0.6254826254826255,0.6328125,0.6183206106870229
3,LogisticRegression,8,0.9893973214285714,0.9992040517378826,0.989391401451703,0.9888392857142857,0.9899441340782122,0.7578125,0.84033203125,0.7669172932330827,0.796875,0.7391304347826086
3,XGBoost,8,1.0,1.0,1.0,1.0,1.0,0.67578125,0.72821044921875,0.6770428015564203,0.6796875,0.6744186046511628
3,LogisticRegression,9,0.9866071428571429,0.9987730687978318,0.9866814650388457,0.9921875,0.9812362030905077,0.80078125,0.876708984375,0.803088803088803,0.8125,0.7938931297709924
3,XGBoost,9,1.0,1.0,1.0,1.0,1.0,0.65625,0.71868896484375,0.6716417910447762,0.703125,0.6428571428571429
