layer_id,run_id,debias_method,model,train_accuracy,train_roc_auc,train_f1,train_recall,train_precision,test_accuracy,test_roc_auc,test_f1,test_recall,test_precision
22,0,lr,LogisticRegression,0.9709821428571429,0.9871128627232144,0.9710467706013363,0.9732142857142857,0.9688888888888889,0.91796875,0.98150634765625,0.9135802469135802,0.8671875,0.9652173913043478
22,0,lr,XGBoost,1.0,1.0,1.0,1.0,1.0,0.80078125,0.901123046875,0.8145454545454546,0.875,0.7619047619047619
22,0,dm,LogisticRegression,0.4966517857142857,0.5069144112723214,0.4804147465437788,0.4654017857142857,0.49642857142857144,0.41796875,0.3902587890625,0.4419475655430712,0.4609375,0.4244604316546763
22,0,dm,XGBoost,1.0,1.0,1.0,1.0,1.0,0.6796875,0.75152587890625,0.6940298507462687,0.7265625,0.6642857142857143
22,0,pclarc,LogisticRegression,0.9709821428571429,0.9871228276466838,0.9710467706013363,0.9732142857142857,0.9688888888888889,0.91796875,0.98162841796875,0.9135802469135802,0.8671875,0.9652173913043478
22,0,pclarc,XGBoost,1.0,1.0,1.0,1.0,1.0,0.80078125,0.901123046875,0.8145454545454546,0.875,0.7619047619047619
22,1,lr,LogisticRegression,0.9620535714285714,0.9865087392378825,0.9620535714285714,0.9620535714285714,0.9620535714285714,0.84765625,0.93218994140625,0.8539325842696629,0.890625,0.8201438848920863
22,1,lr,XGBoost,1.0,1.0,1.0,1.0,1.0,0.71484375,0.81671142578125,0.7402135231316725,0.8125,0.6797385620915033
22,1,dm,LogisticRegression,0.5279017857142857,0.5254111776546556,0.5341409691629956,0.5412946428571429,0.5271739130434783,0.53515625,0.56024169921875,0.37037037037037035,0.2734375,0.5737704918032787
22,1,dm,XGBoost,1.0,1.0,1.0,1.0,1.0,0.68359375,0.73724365234375,0.7254237288135593,0.8359375,0.6407185628742516
22,1,pclarc,LogisticRegression,0.9620535714285714,0.9865062480070153,0.9620535714285714,0.9620535714285714,0.9620535714285714,0.84765625,0.932373046875,0.8539325842696629,0.890625,0.8201438848920863
22,1,pclarc,XGBoost,1.0,1.0,1.0,1.0,1.0,0.71484375,0.81671142578125,0.7402135231316725,0.8125,0.6797385620915033
22,2,lr,LogisticRegression,0.9637276785714286,0.9890697245695154,0.963948973932335,0.9698660714285714,0.958103638368247,0.859375,0.92962646484375,0.859375,0.859375,0.859375
22,2,lr,XGBoost,1.0,1.0,1.0,1.0,1.0,0.78515625,0.90069580078125,0.8135593220338984,0.9375,0.718562874251497
22,2,dm,LogisticRegression,0.5569196428571429,0.5614225426498725,0.545766590389016,0.5323660714285714,0.5598591549295775,0.43359375,0.4091796875,0.41767068273092367,0.40625,0.4297520661157025
22,2,dm,XGBoost,1.0,0.9999999999999999,1.0,1.0,1.0,0.7265625,0.814697265625,0.7482014388489209,0.8125,0.6933333333333334
22,2,pclarc,LogisticRegression,0.9637276785714286,0.9890771982621173,0.963948973932335,0.9698660714285714,0.958103638368247,0.859375,0.9295654296875,0.859375,0.859375,0.859375
22,2,pclarc,XGBoost,1.0,1.0,1.0,1.0,1.0,0.78515625,0.90069580078125,0.8135593220338984,0.9375,0.718562874251497
22,3,lr,LogisticRegression,0.96484375,0.9828839983258928,0.9651355838406198,0.9732142857142857,0.9571899012074643,0.88671875,0.9578857421875,0.8897338403041825,0.9140625,0.8666666666666667
22,3,lr,XGBoost,1.0,1.0,1.0,1.0,1.0,0.765625,0.8905029296875,0.7972972972972973,0.921875,0.7023809523809523
