layer_id,run_id,debias_method,model,train_accuracy,train_roc_auc,train_f1,train_recall,train_precision,test_accuracy,test_roc_auc,test_f1,test_recall,test_precision
12,0,lr,LogisticRegression,0.9051339285714286,0.9540504922672195,0.906284454244763,0.9174107142857143,0.8954248366013072,0.73046875,0.8175048828125,0.7578947368421053,0.84375,0.6878980891719745
12,0,lr,XGBoost,0.9994419642857143,1.0,0.9994416527079844,0.9988839285714286,1.0,0.69140625,0.7618408203125,0.7285223367697594,0.828125,0.6503067484662577
12,0,dm,LogisticRegression,0.53515625,0.5111115124760842,0.532809871003926,0.5301339285714286,0.5355129650507328,0.51171875,0.55389404296875,0.5059288537549407,0.5,0.512
12,0,dm,XGBoost,1.0,1.0,1.0,1.0,1.0,0.53515625,0.56817626953125,0.5220883534136547,0.5078125,0.5371900826446281
12,0,pclarc,LogisticRegression,0.9051339285714286,0.9540729133450254,0.906284454244763,0.9174107142857143,0.8954248366013072,0.73046875,0.81768798828125,0.7578947368421053,0.84375,0.6878980891719745
12,0,pclarc,XGBoost,0.9994419642857143,1.0,0.9994416527079844,0.9988839285714286,1.0,0.69140625,0.7618408203125,0.7285223367697594,0.828125,0.6503067484662577
12,1,lr,LogisticRegression,0.9040178571428571,0.946792291135204,0.9043381535038932,0.9073660714285714,0.9013303769401331,0.76953125,0.83172607421875,0.7822878228782287,0.828125,0.7412587412587412
12,1,lr,XGBoost,1.0,1.0,1.0,1.0,1.0,0.63671875,0.70751953125,0.6593406593406593,0.703125,0.6206896551724138
12,1,dm,LogisticRegression,0.5200892857142857,0.5163219218351404,0.525909592061742,0.5323660714285714,0.5196078431372549,0.54296875,0.5401611328125,0.5584905660377358,0.578125,0.5401459854014599
12,1,dm,XGBoost,1.0,1.0,1.0,1.0,1.0,0.4609375,0.4742431640625,0.4566929133858268,0.453125,0.4603174603174603
12,1,pclarc,LogisticRegression,0.9040178571428571,0.9467910455197704,0.9043381535038932,0.9073660714285714,0.9013303769401331,0.76953125,0.83172607421875,0.7822878228782287,0.828125,0.7412587412587412
12,1,pclarc,XGBoost,1.0,1.0,1.0,1.0,1.0,0.63671875,0.70751953125,0.6593406593406593,0.703125,0.6206896551724138
12,2,lr,LogisticRegression,0.8973214285714286,0.9441727618781888,0.8977777777777778,0.9017857142857143,0.8938053097345132,0.78515625,0.856689453125,0.7970479704797048,0.84375,0.7552447552447552
12,2,lr,XGBoost,1.0,1.0,1.0,1.0,1.0,0.68359375,0.7537841796875,0.6920152091254753,0.7109375,0.674074074074074
12,2,dm,LogisticRegression,0.49776785714285715,0.5050771285076531,0.4983277591973244,0.49888392857142855,0.4977728285077951,0.5,0.52685546875,0.5076923076923077,0.515625,0.5
12,2,dm,XGBoost,1.0,1.0,1.0,1.0,1.0,0.58984375,0.63006591796875,0.5882352941176471,0.5859375,0.5905511811023622
12,2,pclarc,LogisticRegression,0.8973214285714286,0.9441715162627551,0.8977777777777778,0.9017857142857143,0.8938053097345132,0.78515625,0.856689453125,0.7970479704797048,0.84375,0.7552447552447552
12,2,pclarc,XGBoost,1.0,1.0,1.0,1.0,1.0,0.68359375,0.7537841796875,0.6920152091254753,0.7109375,0.674074074074074
12,3,lr,LogisticRegression,0.8911830357142857,0.9402951610331634,0.8917268184342032,0.8962053571428571,0.887292817679558,0.77734375,0.849853515625,0.7865168539325843,0.8203125,0.7553956834532374
12,3,lr,XGBoost,1.0,1.0,1.0,1.0,1.0,0.67578125,0.71661376953125,0.6937269372693727,0.734375,0.6573426573426573
12,3,dm,LogisticRegression,0.5094866071428571,0.5096111686862246,0.50701065619742,0.5044642857142857,0.5095828635851184,0.453125,0.47100830078125,0.453125,0.453125,0.453125
12,3,dm,XGBoost,1.0,1.0,1.0,1.0,1.0,0.578125,0.61199951171875,0.578125,0.578125,0.578125
12,3,pclarc,LogisticRegression,0.8911830357142857,0.9402839504942602,0.8917268184342032,0.8962053571428571,0.887292817679558,0.77734375,0.849853515625,0.7865168539325843,0.8203125,0.7553956834532374
12,3,pclarc,XGBoost,1.0,1.0,1.0,1.0,1.0,0.67578125,0.71661376953125,0.6937269372693727,0.734375,0.6573426573426573
12,4,lr,LogisticRegression,0.9012276785714286,0.9457957987882653,0.9017212659633537,0.90625,0.8972375690607735,0.6953125,0.8135986328125,0.717391304347826,0.7734375,0.668918918918919
12,4,lr,XGBoost,1.0,1.0,1.0,1.0,1.0,0.6796875,0.73944091796875,0.7112676056338029,0.7890625,0.6474358974358975
12,4,dm,LogisticRegression,0.5580357142857143,0.5606782874282525,0.5638766519823789,0.5714285714285714,0.5565217391304348,0.50390625,0.52178955078125,0.5096525096525096,0.515625,0.5038167938931297
12,4,dm,XGBoost,1.0,1.0,1.0,1.0,1.0,0.53515625,0.55645751953125,0.5475285171102662,0.5625,0.5333333333333333
12,4,pclarc,LogisticRegression,0.9012276785714286,0.9458132374043368,0.9017212659633537,0.90625,0.8972375690607735,0.6953125,0.8135986328125,0.717391304347826,0.7734375,0.668918918918919
12,4,pclarc,XGBoost,1.0,1.0,1.0,1.0,1.0,0.6796875,0.73944091796875,0.7112676056338029,0.7890625,0.6474358974358975
12,5,lr,LogisticRegression,0.9001116071428571,0.9511457170758929,0.900831024930748,0.9073660714285714,0.8943894389438944,0.73046875,0.7899169921875,0.7526881720430108,0.8203125,0.695364238410596
12,5,lr,XGBoost,1.0,0.9999999999999999,1.0,1.0,1.0,0.6484375,0.73095703125,0.6762589928057554,0.734375,0.6266666666666667
12,5,dm,LogisticRegression,0.49386160714285715,0.5078380351163904,0.4831908831908832,0.4732142857142857,0.4935972060535506,0.5234375,0.5086669921875,0.512,0.5,0.5245901639344263
12,5,dm,XGBoost,1.0,0.9999999999999999,1.0,1.0,1.0,0.5703125,0.60614013671875,0.5985401459854015,0.640625,0.5616438356164384
12,5,pclarc,LogisticRegression,0.9001116071428571,0.9511731206154337,0.900831024930748,0.9073660714285714,0.8943894389438944,0.73046875,0.78985595703125,0.7526881720430108,0.8203125,0.695364238410596
12,5,pclarc,XGBoost,1.0,0.9999999999999999,1.0,1.0,1.0,0.6484375,0.73095703125,0.6762589928057554,0.734375,0.6266666666666667
12,6,lr,LogisticRegression,0.9017857142857143,0.9534289301658163,0.9021134593993326,0.9051339285714286,0.8991130820399114,0.734375,0.82086181640625,0.7536231884057971,0.8125,0.7027027027027027
12,6,lr,XGBoost,1.0,1.0,1.0,1.0,1.0,0.6484375,0.70953369140625,0.6830985915492958,0.7578125,0.6217948717948718
12,6,dm,LogisticRegression,0.5340401785714286,0.534614407286352,0.5290468133107727,0.5234375,0.5347776510832383,0.57421875,0.58477783203125,0.5622489959839357,0.546875,0.5785123966942148
12,6,dm,XGBoost,1.0,1.0,1.0,1.0,1.0,0.5390625,0.55224609375,0.5785714285714286,0.6328125,0.5328947368421053
12,6,pclarc,LogisticRegression,0.9017857142857143,0.9534301757812501,0.9021134593993326,0.9051339285714286,0.8991130820399114,0.734375,0.82098388671875,0.7536231884057971,0.8125,0.7027027027027027
12,6,pclarc,XGBoost,1.0,1.0,1.0,1.0,1.0,0.6484375,0.70953369140625,0.6830985915492958,0.7578125,0.6217948717948718
12,7,lr,LogisticRegression,0.90234375,0.9494641362404338,0.9022892238972641,0.9017857142857143,0.9027932960893855,0.79296875,0.8536376953125,0.8072727272727273,0.8671875,0.7551020408163265
12,7,lr,XGBoost,1.0,1.0,1.0,1.0,1.0,0.6875,0.728759765625,0.708029197080292,0.7578125,0.6643835616438356
12,7,dm,LogisticRegression,0.5133928571428571,0.5064971301020408,0.5133928571428571,0.5133928571428571,0.5133928571428571,0.5625,0.5582275390625,0.5555555555555556,0.546875,0.5645161290322581
12,7,dm,XGBoost,1.0,1.0,1.0,1.0,1.0,0.5390625,0.548095703125,0.5597014925373134,0.5859375,0.5357142857142857
12,7,pclarc,LogisticRegression,0.90234375,0.9494653818558674,0.9022892238972641,0.9017857142857143,0.9027932960893855,0.79296875,0.8536376953125,0.8072727272727273,0.8671875,0.7551020408163265
12,7,pclarc,XGBoost,1.0,1.0,1.0,1.0,1.0,0.6875,0.728759765625,0.708029197080292,0.7578125,0.6643835616438356
12,8,lr,LogisticRegression,0.8962053571428571,0.9458418865593111,0.8972375690607735,0.90625,0.888402625820569,0.7578125,0.81658935546875,0.7703703703703704,0.8125,0.7323943661971831
12,8,lr,XGBoost,1.0,1.0,1.0,1.0,1.0,0.66015625,0.73931884765625,0.6881720430107527,0.75,0.6357615894039735
12,8,dm,LogisticRegression,0.5061383928571429,0.5056009097975128,0.499151103565365,0.4921875,0.5063145809414467,0.46484375,0.436279296875,0.4981684981684982,0.53125,0.4689655172413793
12,8,dm,XGBoost,1.0,1.0,1.0,1.0,1.0,0.54296875,0.53070068359375,0.5650557620817844,0.59375,0.5390070921985816
12,8,pclarc,LogisticRegression,0.8950892857142857,0.945858079559949,0.8962472406181016,0.90625,0.8864628820960698,0.7578125,0.8165283203125,0.7703703703703704,0.8125,0.7323943661971831
12,8,pclarc,XGBoost,1.0,1.0,1.0,1.0,1.0,0.66015625,0.73931884765625,0.6881720430107527,0.75,0.6357615894039735
12,9,lr,LogisticRegression,0.9107142857142857,0.9480516083386481,0.911504424778761,0.9196428571428571,0.9035087719298246,0.75,0.83489990234375,0.7647058823529411,0.8125,0.7222222222222222
12,9,lr,XGBoost,1.0,1.0,1.0,1.0,1.0,0.67578125,0.7308349609375,0.6937269372693727,0.734375,0.6573426573426573
12,9,dm,LogisticRegression,0.49832589285714285,0.5138599629304847,0.5013865779256794,0.5044642857142857,0.49834619625137816,0.37890625,0.37030029296875,0.39543726235741444,0.40625,0.3851851851851852
12,9,dm,XGBoost,1.0,1.0,1.0,1.0,1.0,0.55078125,0.57501220703125,0.555984555984556,0.5625,0.549618320610687
12,9,pclarc,LogisticRegression,0.9107142857142857,0.9480578364158163,0.911504424778761,0.9196428571428571,0.9035087719298246,0.75,0.83502197265625,0.7647058823529411,0.8125,0.7222222222222222
12,9,pclarc,XGBoost,1.0,1.0,1.0,1.0,1.0,0.67578125,0.7308349609375,0.6937269372693727,0.734375,0.6573426573426573
