layer,concept,label,n,pca_k,pca_var_explained,frac_normal_marg,mean_skew,mean_kurt,mean_abs_skew,mean_abs_kurt,frac_normal_pca,mean_skew_pca,mean_kurt_pca
16,chubby,pos,161,105,0.9506046175956726,0.904296875,0.01535563264042139,0.012932615354657173,0.18693584203720093,0.3187583088874817,0.8571428571428571,-0.029782768338918686,0.09144139289855957
16,chubby,neg,554,235,0.9501453638076782,0.728515625,-0.004619581159204245,0.1352943480014801,0.14759649336338043,0.23428070545196533,0.7276595744680852,0.008198561146855354,0.2827928960323334
17,chubby,pos,161,106,0.9501224160194397,0.8974609375,0.008988837711513042,0.023239726200699806,0.18722859025001526,0.3117867708206177,0.8867924528301887,0.014766369014978409,0.1773035079240799
17,chubby,neg,554,241,0.9503735899925232,0.7412109375,-0.0019461163319647312,0.09990589320659637,0.142290860414505,0.224299356341362,0.7219917012448133,-0.012177194468677044,0.30949777364730835
18,chubby,pos,161,108,0.9507797360420227,0.892578125,0.005825481377542019,0.041373513638973236,0.18940846621990204,0.317233681678772,0.8148148148148148,-0.033307988196611404,0.20932121574878693
18,chubby,neg,554,250,0.9503647089004517,0.677734375,0.010303739458322525,0.1380743533372879,0.15790173411369324,0.24537314474582672,0.728,-0.0036835770588368177,0.33879852294921875
19,chubby,pos,161,108,0.9504280090332031,0.8544921875,0.007161065004765987,0.04406818747520447,0.20669908821582794,0.33613985776901245,0.8055555555555556,-0.026298783719539642,0.18989190459251404
19,chubby,neg,554,259,0.9503970146179199,0.6904296875,-0.00014177430421113968,0.13353705406188965,0.16098088026046753,0.2486589550971985,0.667953667953668,-0.003772659692913294,0.34191787242889404
20,chubby,pos,161,109,0.950350821018219,0.8359375,0.0022082640789449215,0.043833501636981964,0.2232368439435959,0.3381977677345276,0.7889908256880734,0.03782765194773674,0.31236815452575684
20,chubby,neg,554,272,0.9503905177116394,0.640625,-0.0011617308482527733,0.220901757478714,0.1678561568260193,0.32284605503082275,0.5955882352941176,-0.003949346952140331,0.45948779582977295
21,chubby,pos,161,108,0.9510139226913452,0.79296875,-0.0008560011629015207,0.11823622137308121,0.24486100673675537,0.40346527099609375,0.6851851851851852,-0.006883567664772272,0.5258050560951233
21,chubby,neg,554,272,0.9501836895942688,0.580078125,-0.0008785149548202753,0.2706484794616699,0.19620747864246368,0.366393506526947,0.5220588235294118,-0.006207998376339674,0.6630753874778748
22,chubby,pos,161,105,0.9502209424972534,0.8408203125,0.003829158144071698,0.03684286028146744,0.20709651708602905,0.36403796076774597,0.6761904761904762,-0.01501976978033781,0.6349212527275085
22,chubby,neg,554,267,0.9501089453697205,0.6298828125,0.018168453127145767,0.23722034692764282,0.17442777752876282,0.33712834119796753,0.449438202247191,0.008502887561917305,0.7859024405479431
23,chubby,pos,161,96,0.9505969285964966,0.8076171875,-0.0013479595072567463,-0.07445379346609116,0.21616531908512115,0.3746511936187744,0.6041666666666666,-0.02171947807073593,0.7885516285896301
23,chubby,neg,554,237,0.9500892162322998,0.71875,0.014363240450620651,0.013368925079703331,0.1460757702589035,0.2257939577102661,0.510548523206751,-0.005325919948518276,0.5747242569923401
