layer_id,model,run_id,train_accuracy,train_roc_auc,train_f1,train_recall,train_precision,test_accuracy,test_roc_auc,test_f1,test_recall,test_precision
21,LogisticRegression,0,0.9999302455357143,0.9999999805372588,0.9999302406696896,0.9998604910714286,1.0,0.9775390625,0.9935235977172852,0.9776264591439688,0.9814453125,0.9738372093023255
21,XGBoost,0,0.9920479910714286,0.9996532712663923,0.9920811336482356,0.9962332589285714,0.9879634753735473,0.921875,0.9810237884521484,0.925512104283054,0.970703125,0.8843416370106761
21,LogisticRegression,1,0.9996512276785714,0.9999992798785774,0.9996512033484478,0.9995814732142857,0.9997209432119436,0.970703125,0.9925012588500977,0.970703125,0.970703125,0.970703125
21,XGBoost,1,0.9919782366071429,0.999596848779795,0.9919944309084581,0.9940011160714286,0.9899958315964985,0.91796875,0.9789724349975586,0.9215686274509803,0.9638671875,0.8828264758497316
21,LogisticRegression,2,0.9997209821428571,0.9999998832235532,0.9997209042701647,0.9994419642857143,1.0,0.97412109375,0.9911231994628906,0.9742343218279047,0.978515625,0.9699903194578896
21,XGBoost,2,0.99072265625,0.9996462257540956,0.9907516862526945,0.9938616071428571,0.9876611673367531,0.9296875,0.9809999465942383,0.9322033898305084,0.966796875,0.9
21,LogisticRegression,3,0.9999302455357143,0.9999999805372589,0.9999302406696896,0.9998604910714286,1.0,0.97265625,0.9930400848388672,0.9728419010669254,0.9794921875,0.9662813102119461
21,XGBoost,3,0.9913504464285714,0.9996582148026446,0.9913876927351021,0.9956752232142857,0.987136929460581,0.92578125,0.9816627502441406,0.9291044776119403,0.97265625,0.8892857142857142
21,LogisticRegression,4,0.9996512276785714,0.9999999026862942,0.999651105993999,0.9993024553571429,1.0,0.97412109375,0.9916610717773438,0.9743092583616093,0.9814453125,0.9672762271414822
21,XGBoost,4,0.9910016741071429,0.9995493207659041,0.9910323253388947,0.9944196428571429,0.9876680060967161,0.92529296875,0.9801912307739258,0.9288040949278734,0.974609375,0.8871111111111111
21,LogisticRegression,5,0.9997907366071429,0.9999998442980708,0.9997907220090687,0.9997209821428571,0.9998604716059718,0.974609375,0.9936418533325195,0.9747081712062257,0.978515625,0.9709302325581395
21,XGBoost,5,0.9921177455357143,0.9995641124491789,0.9921456870786126,0.9956752232142857,0.9886410860229948,0.92724609375,0.9768686294555664,0.9306654257794323,0.9765625,0.8888888888888888
21,LogisticRegression,6,0.9997209821428571,0.999999863760812,0.9997209042701647,0.9994419642857143,1.0,0.97119140625,0.9928045272827148,0.9713174526008751,0.9755859375,0.9670861568247822
21,XGBoost,6,0.9916294642857143,0.9996216053865393,0.9916481069042317,0.9938616071428571,0.9894444444444445,0.9248046875,0.9795904159545898,0.9278350515463918,0.966796875,0.8918918918918919
21,LogisticRegression,7,0.9996512276785714,0.9999997080588827,0.999651105993999,0.9993024553571429,1.0,0.9765625,0.9930734634399414,0.9766081871345029,0.978515625,0.9747081712062257
21,XGBoost,7,0.9911411830357143,0.9996409124257614,0.9911676750817164,0.994140625,0.9882124531965053,0.9267578125,0.9810056686401367,0.9301675977653632,0.9755859375,0.8887900355871886
21,LogisticRegression,8,0.9997209821428571,0.9999995134314712,0.9997209821428571,0.9997209821428571,0.9997209821428571,0.97412109375,0.99169921875,0.9742593491986401,0.9794921875,0.9690821256038648
21,XGBoost,8,0.9923270089285714,0.9996466928598833,0.9923483583750695,0.9951171875,0.9895948945615982,0.9189453125,0.9793186187744141,0.9228624535315985,0.9697265625,0.8803191489361702
21,LogisticRegression,9,0.9997209821428571,0.9999998442980709,0.9997209432119436,0.9995814732142857,0.9998604521350823,0.96923828125,0.9919290542602539,0.9694323144104804,0.9755859375,0.9633558341369335
21,XGBoost,9,0.9911411830357143,0.9996353850072743,0.9911689034142271,0.9942801339285714,0.988077083044503,0.92236328125,0.9804506301879883,0.9259431765253843,0.970703125,0.8851291184327693
