layer_id,model,run_id,train_accuracy,train_roc_auc,train_f1,train_recall,train_precision,test_accuracy,test_roc_auc,test_f1,test_recall,test_precision
16,LogisticRegression,0,0.9940011160714286,0.9995627111318159,0.9939969286611755,0.9933035714285714,0.9946912545403744,0.9453125,0.988072395324707,0.9458413926499033,0.955078125,0.9367816091954023
16,XGBoost,0,0.9523577008928571,0.9911502137476084,0.9527695180139686,0.9610770089285714,0.9446044151926505,0.8505859375,0.9284505844116211,0.859245630174793,0.912109375,0.8121739130434783
16,LogisticRegression,1,0.9918387276785714,0.9993193684792032,0.991833600893418,0.9912109375,0.9924570470736136,0.95068359375,0.9888162612915039,0.951231289232255,0.9619140625,0.9407831900668577
16,XGBoost,1,0.9524274553571429,0.991264129171566,0.9527896995708155,0.9601004464285714,0.9455894476504534,0.861328125,0.9299144744873047,0.8690036900369004,0.919921875,0.8234265734265734
16,LogisticRegression,2,0.9943498883928571,0.9995543032276387,0.9943487057838555,0.994140625,0.9945568736915562,0.94140625,0.9876213073730469,0.9420289855072463,0.9521484375,0.9321223709369025
16,XGBoost,2,0.95458984375,0.9907139174792231,0.9549699107698693,0.9630301339285714,0.9470434901906983,0.859375,0.9303741455078125,0.8676470588235294,0.921875,0.8194444444444444
16,LogisticRegression,3,0.9949079241071429,0.9997501957173252,0.9949068582990303,0.9946986607142857,0.9951151430565248,0.94970703125,0.9897079467773438,0.9502655721873491,0.9609375,0.9398280802292264
16,XGBoost,3,0.9544503348214286,0.9913536188553791,0.9548815034892558,0.9640066964285714,0.945927446954141,0.85595703125,0.9255437850952148,0.8636153490522422,0.912109375,0.820017559262511
16,LogisticRegression,4,0.9932338169642857,0.9997457387496014,0.9932342889028388,0.9933035714285714,0.9931650160412889,0.9501953125,0.9901208877563477,0.9506292352371732,0.958984375,0.9424184261036468
16,XGBoost,4,0.9543805803571429,0.9905245060823402,0.9547404844290658,0.9623325892857143,0.9472672342762977,0.85791015625,0.9265050888061523,0.8653401203146691,0.9130859375,0.8223394898856641
16,LogisticRegression,5,0.9932338169642857,0.9994867480531031,0.9932295665526628,0.9926060267857143,0.9938538902081296,0.9453125,0.9889860153198242,0.9458413926499033,0.955078125,0.9367816091954023
16,XGBoost,5,0.9546595982142857,0.9907468289745098,0.9550670537812802,0.9637276785714286,0.9465607015620718,0.857421875,0.9243478775024414,0.8665447897623401,0.92578125,0.8144329896907216
16,LogisticRegression,6,0.9937918526785714,0.9995135482476681,0.9937940171536155,0.994140625,0.9934476509131466,0.94970703125,0.9905405044555664,0.9503135552339604,0.9619140625,0.9389895138226882
16,XGBoost,6,0.9513113839285714,0.9904322916147661,0.9519614590502409,0.96484375,0.9394186362401521,0.861328125,0.9235439300537109,0.8693652253909844,0.9228515625,0.8217391304347826
16,LogisticRegression,7,0.9922572544642857,0.9994381106629663,0.9922631909109918,0.9930245535714286,0.9915029948460788,0.9482421875,0.9893608093261719,0.9488910318225651,0.9609375,0.9371428571428572
16,XGBoost,7,0.9527064732142857,0.9907402700307418,0.9532155672094949,0.9635881696428571,0.9430638995084654,0.8525390625,0.9261264801025391,0.8607011070110702,0.9111328125,0.8155594405594405
16,LogisticRegression,8,0.9928850446428571,0.9995728512199558,0.992883058889199,0.9926060267857143,0.9931602456728085,0.94189453125,0.9898853302001953,0.9427058257101589,0.9560546875,0.929724596391263
16,XGBoost,8,0.9536830357142857,0.9906862609240473,0.9541309754075712,0.9634486607142857,0.944991789819376,0.8525390625,0.9278507232666016,0.8609576427255985,0.9130859375,0.8144599303135889
16,LogisticRegression,9,0.9940011160714286,0.9994758099925761,0.9939986043265876,0.9935825892857143,0.9944149678860653,0.9462890625,0.9895820617675781,0.946911196911197,0.9580078125,0.9360687022900763
16,XGBoost,9,0.9543108258928571,0.9910787562934721,0.9546493110849547,0.9617745535714286,0.9476288659793815,0.85693359375,0.9270057678222656,0.8640371229698376,0.9091796875,0.8231653404067197
