layer_id,run_id,debias_method,model,method,train_accuracy,train_roc_auc,train_f1,train_recall,train_precision,test_accuracy,test_roc_auc,test_f1,test_recall,test_precision
10,0,lr,LogisticRegression,real,0.72782874617737,0.8105868599485619,0.7319277108433735,0.7386018237082067,0.7253731343283583,0.71484375,0.8018798828125,0.7044534412955465,0.6796875,0.7310924369747899
10,0,lr,XGBoost,real,0.7140672782874617,0.7797802197802197,0.711864406779661,0.7021276595744681,0.721875,0.69921875,0.75714111328125,0.6932270916334662,0.6796875,0.7073170731707317
10,0,dm,LogisticRegression,real,0.4969418960244648,0.4774982464344167,0.0,0.0,0.0,0.5,0.501068115234375,0.0,0.0,0.0
10,0,dm,XGBoost,real,0.581039755351682,0.6139350011690436,0.5922619047619048,0.6048632218844985,0.5801749271137027,0.58203125,0.59735107421875,0.5770750988142292,0.5703125,0.584
10,0,lr,LogisticRegression,random_shuffle,0.44036697247706424,0.4452653729249474,0.45045045045045046,0.45592705167173253,0.44510385756676557,0.4765625,0.46795654296875,0.4806201550387597,0.484375,0.47692307692307695
10,0,lr,LogisticRegression,random_unit_vector,0.4617737003058104,0.48185176525602064,0.444794952681388,0.42857142857142855,0.46229508196721314,0.5390625,0.5233154296875,0.5163934426229508,0.4921875,0.5431034482758621
10,0,dm,LogisticRegression,random_shuffle,0.4892966360856269,0.4866495206920739,0.48297213622291024,0.47416413373860183,0.4921135646687697,0.49609375,0.48297119140625,0.4819277108433735,0.46875,0.49586776859504134
10,0,dm,LogisticRegression,random_unit_vector,0.4969418960244648,0.4888940846387655,0.4992389649923896,0.49848024316109424,0.5,0.578125,0.5806884765625,0.5384615384615384,0.4921875,0.5943396226415094
10,1,lr,LogisticRegression,real,0.6920731707317073,0.7676293375980957,0.6948640483383686,0.7142857142857143,0.6764705882352942,0.70703125,0.7733154296875,0.714828897338403,0.734375,0.6962962962962963
10,1,lr,XGBoost,real,0.6829268292682927,0.740943578681147,0.6895522388059702,0.717391304347826,0.6637931034482759,0.6640625,0.74993896484375,0.6692307692307692,0.6796875,0.6590909090909091
10,1,dm,LogisticRegression,real,0.49085365853658536,0.5087867742775319,0.6584867075664622,1.0,0.49085365853658536,0.5,0.47137451171875,0.6666666666666666,1.0,0.5
10,1,dm,XGBoost,real,0.5533536585365854,0.5899691300628557,0.5672082717872969,0.5962732919254659,0.5408450704225352,0.58984375,0.59710693359375,0.5882352941176471,0.5859375,0.5905511811023622
10,1,lr,LogisticRegression,random_shuffle,0.4557926829268293,0.4277903819689813,0.46476761619190404,0.4813664596273292,0.4492753623188406,0.50390625,0.47747802734375,0.5243445692883895,0.546875,0.5035971223021583
10,1,lr,LogisticRegression,random_unit_vector,0.47103658536585363,0.45551753635585973,0.46367851622874806,0.4658385093167702,0.46153846153846156,0.515625,0.4932861328125,0.5338345864661654,0.5546875,0.5144927536231884
10,1,dm,LogisticRegression,random_shuffle,0.5213414634146342,0.5268066351768512,0.5198776758409785,0.5279503105590062,0.5120481927710844,0.5390625,0.53570556640625,0.556390977443609,0.578125,0.5362318840579711
10,1,dm,LogisticRegression,random_unit_vector,0.49085365853658536,0.4735652917766951,0.459546925566343,0.4409937888198758,0.4797297297297297,0.4921875,0.4810791015625,0.5075757575757576,0.5234375,0.49264705882352944
10,2,lr,LogisticRegression,real,0.7231012658227848,0.7998315890773486,0.7286821705426356,0.7679738562091504,0.6932153392330384,0.68359375,0.78338623046875,0.6943396226415094,0.71875,0.6715328467153284
10,2,lr,XGBoost,real,0.7041139240506329,0.7750912225831027,0.7045813586097947,0.7287581699346405,0.6819571865443425,0.671875,0.73773193359375,0.671875,0.671875,0.671875
10,2,dm,LogisticRegression,real,0.48417721518987344,0.5344440434660571,0.652452025586354,1.0,0.48417721518987344,0.5,0.52734375,0.6666666666666666,1.0,0.5
10,2,dm,XGBoost,real,0.5632911392405063,0.5969966718793858,0.5740740740740741,0.6078431372549019,0.543859649122807,0.5703125,0.564697265625,0.6071428571428571,0.6640625,0.5592105263157895
10,2,lr,LogisticRegression,random_shuffle,0.47310126582278483,0.4563835759252577,0.44776119402985076,0.4411764705882353,0.45454545454545453,0.51953125,0.550537109375,0.49795918367346936,0.4765625,0.5213675213675214
10,2,lr,LogisticRegression,random_unit_vector,0.46360759493670883,0.4703877461004851,0.45585874799357945,0.46405228758169936,0.4479495268138801,0.48046875,0.5029296875,0.5163636363636364,0.5546875,0.48299319727891155
