layer_id,run_id,debias_method,model,train_accuracy,train_roc_auc,train_f1,train_recall,train_precision,test_accuracy,test_roc_auc,test_f1,test_recall,test_precision
7,0,lr,LogisticRegression,0.9425223214285714,0.9823836891018616,0.9426822481914302,0.9453125,0.9400665926748057,0.9140625,0.9672079086303711,0.9157088122605364,0.93359375,0.8984962406015038
7,0,lr,XGBoost,0.9993722098214286,0.9999933437425264,0.9993723411674454,0.9995814732142857,0.9991632966113513,0.912109375,0.961669921875,0.9132111861137898,0.9248046875,0.9019047619047619
7,0,dm,LogisticRegression,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
7,0,dm,XGBoost,0.9864676339285714,0.9988937377929686,0.9865146670373974,0.9899553571428571,0.9830978110279855,0.77490234375,0.8529138565063477,0.7769714562167392,0.7841796875,0.7698945349952061
7,1,lr,LogisticRegression,0.9407087053571429,0.9824271299401108,0.9408325212306835,0.9428013392857143,0.9388719088635732,0.912109375,0.9694442749023438,0.9128751210067764,0.9208984375,0.9049904030710173
7,1,lr,XGBoost,0.9995814732142857,0.9999992798785775,0.9995814148179154,0.9994419642857143,0.9997209042701647,0.93115234375,0.9659624099731445,0.9320481927710843,0.9443359375,0.9200761179828735
7,1,dm,LogisticRegression,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
7,1,dm,XGBoost,0.9872349330357143,0.998943484559351,0.9872589291930656,0.9891183035714286,0.985406532314107,0.78662109375,0.86614990234375,0.7902064330292847,0.8037109375,0.777148253068933
7,2,lr,LogisticRegression,0.9426618303571429,0.983605365363919,0.9426618303571429,0.9426618303571429,0.9426618303571429,0.9072265625,0.967707633972168,0.9083895853423336,0.919921875,0.8971428571428571
7,2,lr,XGBoost,0.9993024553571429,0.999998209427814,0.9993025526572744,0.9994419642857143,0.999163179916318,0.92578125,0.9662466049194336,0.9263565891472868,0.93359375,0.9192307692307692
7,2,dm,LogisticRegression,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
7,2,dm,XGBoost,0.9873744419642857,0.9993065036073022,0.9874034379567124,0.9896763392857143,0.9851409526454659,0.7705078125,0.8571901321411133,0.7785108388312912,0.806640625,0.7522768670309654
7,3,lr,LogisticRegression,0.9412667410714286,0.983844095346879,0.9413076815837167,0.9419642857142857,0.9406519921983839,0.90673828125,0.9674549102783203,0.9076848719188013,0.9169921875,0.8985645933014355
7,3,lr,XGBoost,0.9991629464285714,0.9999983067415198,0.999163179916318,0.9994419642857143,0.9988845510317903,0.92333984375,0.9651107788085938,0.9239709443099273,0.931640625,0.9164265129682997
7,3,dm,LogisticRegression,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
7,3,dm,XGBoost,0.9859793526785714,0.9989769410113899,0.9859783746076037,0.9859095982142857,0.9860471605971816,0.791015625,0.8589696884155273,0.7922330097087379,0.796875,0.7876447876447876
7,4,lr,LogisticRegression,0.9409877232142857,0.9830012418785872,0.9411764705882353,0.9441964285714286,0.9381757693373995,0.91357421875,0.9675588607788086,0.9142857142857143,0.921875,0.9068203650336215
7,4,lr,XGBoost,0.9993024553571429,0.9999986181453783,0.9993021632937893,0.9988839285714286,0.9997207483943032,0.92138671875,0.9623250961303711,0.9220338983050848,0.9296875,0.914505283381364
7,4,dm,LogisticRegression,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
7,4,dm,XGBoost,0.98486328125,0.9986840656825474,0.9849022472691853,0.9874441964285714,0.9823733518390007,0.77880859375,0.8623256683349609,0.7806295399515738,0.787109375,0.7742555235350624
7,5,lr,LogisticRegression,0.93798828125,0.9827594367825255,0.9380876105578383,0.9395926339285714,0.9365874009178139,0.90869140625,0.9670238494873047,0.9094430992736078,0.9169921875,0.9020172910662824
7,5,lr,XGBoost,0.9997907366071429,0.999999377192283,0.9997907220090687,0.9997209821428571,0.9998604716059718,0.92138671875,0.9655628204345703,0.9215781782756941,0.923828125,0.9193391642371235
7,5,dm,LogisticRegression,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
7,5,dm,XGBoost,0.9845842633928571,0.9986347665592116,0.9846110995056054,0.986328125,0.9829000417072153,0.794921875,0.8709621429443359,0.7965116279069767,0.802734375,0.7903846153846154
7,6,lr,LogisticRegression,0.9425920758928571,0.9827811572016502,0.9427876259993049,0.9460100446428571,0.9395870860468338,0.91259765625,0.969264030456543,0.9135683244809271,0.923828125,0.9035339063992359
7,6,lr,XGBoost,0.9995814732142857,0.9999983651297434,0.9995814148179154,0.9994419642857143,0.9997209042701647,0.92724609375,0.9690980911254883,0.9277750848279205,0.9345703125,0.9210779595765158
7,6,dm,LogisticRegression,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
