target_attribute,bal_acc,auc,regime,debiased_concept,method,debias_layer,ba_raw,delta_ba,n_iterations,n_layers
bushy_eyebrows,0.5298092209856916,0.5078166401695814,single,chubby,diff_means,1,0.5298092209856916,0.0,,
chubby,0.66015625,0.76904296875,single,chubby,diff_means,1,0.65625,0.00390625,,
double_chin,0.605072463768116,0.7023701690821256,single,chubby,diff_means,1,0.6105072463768115,-0.005434782608695565,,
eyeglasses,0.8911807847451412,0.9598459845984598,single,chubby,diff_means,1,0.8911807847451412,0.0,,
goatee,0.6381313131313131,0.7441919191919192,single,chubby,diff_means,1,0.6265151515151515,0.011616161616161635,,
gray_hair,0.7827240143369176,0.8966308243727599,single,chubby,diff_means,1,0.7805017921146953,0.0022222222222223476,,
heavy_makeup,0.5444896951746266,0.6118721461187214,single,chubby,diff_means,1,0.5444896951746266,0.0,,
high_cheekbones,0.470935960591133,0.4027709359605911,single,chubby,diff_means,1,0.4745073891625616,-0.0035714285714285587,,
male,0.981283422459893,0.9769820971867008,single,chubby,diff_means,1,0.981283422459893,0.0,,
mouth_slightly_open,0.49905343511450384,0.4738931297709923,single,chubby,diff_means,1,0.4988702290076336,0.0001832061068702262,,
mustache,0.735696463907769,0.8287877484298374,single,chubby,diff_means,1,0.735696463907769,0.0,,
narrow_eyes,0.6110370863868532,0.6124805685098823,single,chubby,diff_means,1,0.608927381745503,0.002109704641350185,,
no_beard,0.5362220935469343,0.5673936820433636,single,chubby,diff_means,1,0.5362220935469343,0.0,,
oval_face,0.507145859604876,0.48961748633879776,single,chubby,diff_means,1,0.5045817570407735,0.002564102564102555,,
pale_skin,0.6195121951219512,0.7987804878048781,single,chubby,diff_means,1,0.6195121951219512,0.0,,
pointy_nose,0.5156565656565657,0.49154040404040406,single,chubby,diff_means,1,0.5202020202020202,-0.004545454545454519,,
receding_hairline,0.501765447667087,0.5389659520807061,single,chubby,diff_means,1,0.49663724253888186,0.00512820512820511,,
rosy_cheeks,0.6546375435264324,0.7559354226020893,single,chubby,diff_means,1,0.6566951566951567,-0.002057613168724215,,
sideburns,0.5647346213635354,0.6142571618920719,single,chubby,diff_means,1,0.5889407061958695,-0.024206084832334107,,
smiling,0.83003663003663,0.9388888888888889,single,chubby,diff_means,1,0.83003663003663,0.0,,
straight_hair,0.45401493930905695,0.48272642390289455,single,chubby,diff_means,1,0.4561157796451914,-0.0021008403361344463,,
wavy_hair,0.6099914236706689,0.5856560891938251,single,chubby,diff_means,1,0.6076329331046312,0.002358490566037763,,
wearing_earrings,0.6953798889282761,0.7743117097955807,single,chubby,diff_means,1,0.7058962542833511,-0.010516365355075052,,
wearing_hat,0.8706687730384413,0.9150078988941548,single,chubby,diff_means,1,0.8706687730384413,0.0,,
wearing_lipstick,0.4533695160560832,0.4543645409317051,single,chubby,diff_means,1,0.45585707824513794,-0.002487562189054715,,
wearing_necklace,0.5563323201621074,0.6591691995947315,single,chubby,diff_means,1,0.6082066869300912,-0.05187436676798374,,
wearing_necktie,0.6322874944370271,0.6436359590565198,single,chubby,diff_means,1,0.6297285269247885,0.002558967512238608,,
young,0.8450635386119256,0.9225928641251221,single,chubby,diff_means,1,0.8528836754643205,-0.00782013685239491,,
5_o_clock_shadow,0.5416666666666667,0.5611111111111111,single,chubby,diff_means,2,0.543939393939394,-0.002272727272727204,,
arched_eyebrows,0.5739590756388069,0.603685228545251,single,chubby,diff_means,2,0.5739590756388069,0.0,,
attractive,0.5056326187473729,0.5513240857503153,single,chubby,diff_means,2,0.5056326187473729,0.0,,
bags_under_eyes,0.5017045454545455,0.4396306818181819,single,chubby,diff_means,2,0.49261363636363636,0.009090909090909094,,
bald,0.6784587193321796,0.7914079201873155,single,chubby,diff_means,2,0.6784587193321796,0.0,,
bangs,0.7840265813438345,0.8818606940684223,single,chubby,diff_means,2,0.7819345311346295,0.0020920502092049986,,
big_lips,0.5012082158679018,0.48868304470398716,single,chubby,diff_means,2,0.5038260169150222,-0.002617801047120394,,
big_nose,0.5979064039408867,0.6487068965517241,single,chubby,diff_means,2,0.5979064039408867,0.0,,
black_hair,0.7421875,0.875,single,chubby,diff_means,2,0.7421875,0.0,,
blond_hair,0.8931823775535319,0.9372384937238494,single,chubby,diff_means,2,0.8910903273443269,0.0020920502092049986,,
blurry,0.6591530054644809,0.6352459016393442,single,chubby,diff_means,2,0.6174863387978142,0.04166666666666663,,
brown_hair,0.6638655462184874,0.8195611577964519,single,chubby,diff_means,2,0.6596638655462185,0.004201680672268893,,
bushy_eyebrows,0.5298092209856916,0.5087440381558028,single,chubby,diff_means,2,0.5298092209856916,0.0,,
chubby,0.65625,0.76849365234375,single,chubby,diff_means,2,0.65625,0.0,,
