target_attribute,bal_acc,auc,regime,debiased_concept,method,debias_layer,ba_raw,delta_ba,n_iterations,n_layers
blond_hair,0.8527583527583528,0.9271561771561772,single,wearing_hat,diff_means,1,0.8527583527583528,0.0,,
blurry,0.5515986071541628,0.6125356125356125,single,wearing_hat,diff_means,1,0.581829692940804,-0.030231085786641243,,
brown_hair,0.6420132906719173,0.8119616047255721,single,wearing_hat,diff_means,1,0.6441053408811224,-0.0020920502092051096,,
bushy_eyebrows,0.5234513274336283,0.515929203539823,single,wearing_hat,diff_means,1,0.5256637168141592,-0.0022123893805309214,,
chubby,0.6801029159519726,0.7491423670668953,single,wearing_hat,diff_means,1,0.6801029159519726,0.0,,
double_chin,0.6389380530973452,0.7452802359882006,single,wearing_hat,diff_means,1,0.6389380530973452,0.0,,
eyeglasses,0.8740124546890975,0.9535272794869412,single,wearing_hat,diff_means,1,0.8670415466121386,0.006970908076958882,,
goatee,0.6474251860853714,0.6811484125778521,single,wearing_hat,diff_means,1,0.6323864499468328,0.015038736138538567,,
gray_hair,0.8946280991735538,0.9645808736717827,single,wearing_hat,diff_means,1,0.8884297520661157,0.006198347107438051,,
heavy_makeup,0.5746376811594203,0.610248447204969,single,wearing_hat,diff_means,1,0.5651138716356108,0.00952380952380949,,
high_cheekbones,0.5178571428571429,0.47736855158730157,single,wearing_hat,diff_means,1,0.5223214285714286,-0.004464285714285698,,
male,0.9778481012658228,0.9779126840609663,single,wearing_hat,diff_means,1,0.9778481012658228,0.0,,
mouth_slightly_open,0.5433662516101331,0.5652333926271238,single,wearing_hat,diff_means,1,0.5481199779181746,-0.004753726308041495,,
mustache,0.7283128636069812,0.8071105365223012,single,wearing_hat,diff_means,1,0.7328377504848094,-0.004524886877828149,,
narrow_eyes,0.6432282003710575,0.6352504638218923,single,wearing_hat,diff_means,1,0.6289424860853432,0.014285714285714346,,
no_beard,0.5490595723378388,0.5016806121719231,single,wearing_hat,diff_means,1,0.5490595723378388,0.0,,
oval_face,0.4896611768120148,0.46368715083798884,single,wearing_hat,diff_means,1,0.4896611768120148,0.0,,
pale_skin,0.6312124089901867,0.7660652105096549,single,wearing_hat,diff_means,1,0.6291547958214625,0.002057613168724215,,
pointy_nose,0.4903516295025729,0.5,single,wearing_hat,diff_means,1,0.4879931389365352,0.0023584905660377076,,
receding_hairline,0.5318156372457548,0.5745474902033961,single,wearing_hat,diff_means,1,0.5275237917521927,0.0042918454935620964,,
