layer_id,model,run_id,method,train_accuracy,train_roc_auc,train_f1,train_recall,train_precision,test_accuracy,test_roc_auc,test_f1,test_recall,test_precision
19,LogisticRegression,0,real,0.9327217125382263,0.977107949070566,0.935672514619883,0.960960960960961,0.9116809116809117,0.8984375,0.9708251953125,0.8943089430894309,0.859375,0.9322033898305084
19,XGBoost,0,real,0.8853211009174312,0.9500060808472024,0.8908296943231441,0.918918918918919,0.864406779661017,0.93359375,0.958984375,0.9343629343629344,0.9453125,0.9236641221374046
19,LogisticRegression,0,random_shuffle,0.44954128440366975,0.45614773652156837,0.43217665615141954,0.4114114114114114,0.45514950166112955,0.50390625,0.4822998046875,0.5347985347985348,0.5703125,0.503448275862069
19,LogisticRegression,0,random_unit_vector,0.47706422018348627,0.4699278717970307,0.49557522123893805,0.5045045045045045,0.48695652173913045,0.52734375,0.5462646484375,0.5399239543726235,0.5546875,0.5259259259259259
19,LogisticRegression,1,real,0.9298780487804879,0.9823843829886126,0.9300911854103343,0.9415384615384615,0.918918918918919,0.90234375,0.97100830078125,0.900398406374502,0.8828125,0.9186991869918699
19,XGBoost,1,real,0.8810975609756098,0.9535300952823612,0.8852941176470588,0.9261538461538461,0.847887323943662,0.921875,0.9622802734375,0.9230769230769231,0.9375,0.9090909090909091
19,LogisticRegression,1,random_shuffle,0.5533536585365854,0.5652614455031373,0.5499231950844854,0.5507692307692308,0.549079754601227,0.5234375,0.513916015625,0.5343511450381679,0.546875,0.5223880597014925
19,LogisticRegression,1,random_unit_vector,0.5213414634146342,0.545331164303974,0.5,0.48307692307692307,0.5181518151815182,0.453125,0.4735107421875,0.4214876033057851,0.3984375,0.4473684210526316
19,LogisticRegression,2,real,0.935126582278481,0.9755090588423923,0.9348171701112877,0.9545454545454546,0.9158878504672897,0.88671875,0.96466064453125,0.8806584362139918,0.8359375,0.9304347826086956
19,XGBoost,2,real,0.8607594936708861,0.9465588423921757,0.8650306748466258,0.9155844155844156,0.8197674418604651,0.87890625,0.954345703125,0.8793774319066148,0.8828125,0.875968992248062
19,LogisticRegression,2,random_shuffle,0.495253164556962,0.4928451178451178,0.4727272727272727,0.4642857142857143,0.48148148148148145,0.50390625,0.4979248046875,0.4773662551440329,0.453125,0.5043478260869565
19,LogisticRegression,2,random_unit_vector,0.5348101265822784,0.5264450056116723,0.5333333333333333,0.5454545454545454,0.5217391304347826,0.4375,0.404052734375,0.42857142857142855,0.421875,0.43548387096774194
19,LogisticRegression,3,real,0.9322033898305084,0.9820604379950235,0.9335347432024169,0.9478527607361963,0.9196428571428571,0.90625,0.96624755859375,0.9016393442622951,0.859375,0.9482758620689655
19,XGBoost,3,real,0.8690292758089369,0.9416038291325571,0.8725637181409296,0.8926380368098159,0.8533724340175953,0.88671875,0.95831298828125,0.888030888030888,0.8984375,0.8778625954198473
19,LogisticRegression,3,random_shuffle,0.5177195685670262,0.5386996904024768,0.5177195685670262,0.5153374233128835,0.5201238390092879,0.5390625,0.5361328125,0.5203252032520326,0.5,0.5423728813559322
19,LogisticRegression,3,random_unit_vector,0.5346687211093991,0.5444262948963893,0.5339506172839507,0.5306748466257669,0.5372670807453416,0.67578125,0.7076416015625,0.6745098039215687,0.671875,0.6771653543307087
19,LogisticRegression,4,real,0.921092564491654,0.9787836840162422,0.92,0.9492063492063492,0.8925373134328358,0.91015625,0.95977783203125,0.9098039215686274,0.90625,0.9133858267716536
19,XGBoost,4,real,0.8786039453717754,0.9503783684016243,0.8813056379821959,0.9428571428571428,0.8272980501392758,0.890625,0.94158935546875,0.8939393939393939,0.921875,0.8676470588235294
19,LogisticRegression,4,random_shuffle,0.48861911987860396,0.4677556293835363,0.4854961832061069,0.5047619047619047,0.4676470588235294,0.49609375,0.50372314453125,0.5204460966542751,0.546875,0.49645390070921985
19,LogisticRegression,4,random_unit_vector,0.5553869499241275,0.5629660391288298,0.534181240063593,0.5333333333333333,0.535031847133758,0.55078125,0.56768798828125,0.5907473309608541,0.6484375,0.5424836601307189
19,LogisticRegression,5,real,0.9117199391171994,0.9736437269475284,0.9123867069486404,0.9263803680981595,0.8988095238095238,0.90234375,0.968505859375,0.900398406374502,0.8828125,0.9186991869918699
