layer_id,k_steps,run_id,model,train_acc,train_f1,train_auc,test_acc,test_f1,test_auc
9,0,0,XGBoost,1.0,1.0,1.0,0.80078125,0.8118081180811808,0.89031982421875
9,0,1,XGBoost,1.0,1.0,1.0,0.7734375,0.7819548872180451,0.87481689453125
9,0,2,XGBoost,1.0,1.0,1.0,0.78125,0.7941176470588235,0.8836669921875
9,0,3,XGBoost,1.0,1.0,1.0,0.7734375,0.7769230769230769,0.86700439453125
9,0,4,XGBoost,1.0,1.0,1.0,0.7734375,0.7835820895522388,0.8555908203125
9,1,0,XGBoost,1.0,1.0,1.0,0.53125,0.5419847328244275,0.53533935546875
9,1,1,XGBoost,1.0,1.0,1.0,0.55859375,0.5767790262172284,0.590087890625
9,1,2,XGBoost,1.0,1.0,1.0,0.5625,0.5971223021582733,0.59716796875
9,1,3,XGBoost,1.0,1.0,1.0,0.58203125,0.5868725868725869,0.59124755859375
9,1,4,XGBoost,1.0,1.0,1.0,0.640625,0.6567164179104478,0.65185546875
9,2,0,XGBoost,1.0,1.0,1.0,0.55078125,0.5627376425855514,0.6171875
9,2,1,XGBoost,1.0,1.0,1.0,0.57421875,0.5725490196078431,0.58453369140625
9,2,2,XGBoost,1.0,1.0,1.0,0.62109375,0.6311787072243346,0.64898681640625
9,2,3,XGBoost,1.0,1.0,1.0,0.6015625,0.6076923076923076,0.63372802734375
9,2,4,XGBoost,1.0,1.0,1.0,0.5546875,0.583941605839416,0.56884765625
9,3,0,XGBoost,1.0,1.0,1.0,0.59765625,0.6083650190114068,0.64190673828125
9,3,1,XGBoost,1.0,1.0,1.0,0.60546875,0.6353790613718412,0.62884521484375
9,3,2,XGBoost,1.0,1.0,1.0,0.60546875,0.6130268199233716,0.6536865234375
9,3,3,XGBoost,1.0,1.0,1.0,0.57421875,0.5758754863813229,0.6055908203125
9,3,4,XGBoost,1.0,1.0,1.0,0.58203125,0.5900383141762452,0.63873291015625
9,4,0,XGBoost,1.0,1.0,1.0,0.58984375,0.5977011494252874,0.630859375
9,4,1,XGBoost,1.0,1.0,1.0,0.5703125,0.5801526717557252,0.6103515625
9,4,2,XGBoost,1.0,1.0,1.0,0.55859375,0.5799256505576208,0.611328125
9,4,3,XGBoost,1.0,1.0,1.0,0.609375,0.6296296296296297,0.652099609375
9,4,4,XGBoost,1.0,1.0,1.0,0.60546875,0.6273062730627307,0.65673828125
9,5,0,XGBoost,1.0,1.0,1.0,0.53125,0.5419847328244275,0.53973388671875
9,5,1,XGBoost,1.0,1.0,1.0,0.6171875,0.6201550387596899,0.6339111328125
9,5,2,XGBoost,1.0,1.0,1.0,0.61328125,0.6024096385542169,0.68511962890625
9,5,3,XGBoost,1.0,1.0,1.0,0.5546875,0.5746268656716418,0.61224365234375
9,5,4,XGBoost,1.0,1.0,1.0,0.578125,0.5877862595419847,0.600830078125
9,6,0,XGBoost,1.0,1.0,1.0,0.57421875,0.5691699604743083,0.61712646484375
9,6,1,XGBoost,1.0,1.0,1.0,0.5625,0.5725190839694656,0.602783203125
9,6,2,XGBoost,1.0,1.0,1.0,0.5703125,0.5925925925925926,0.61956787109375
9,6,3,XGBoost,1.0,1.0,1.0,0.56640625,0.5934065934065934,0.612548828125
9,6,4,XGBoost,1.0,1.0,1.0,0.56640625,0.5680933852140078,0.59735107421875
9,7,0,XGBoost,1.0,1.0,1.0,0.61328125,0.611764705882353,0.6348876953125
9,7,1,XGBoost,1.0,1.0,1.0,0.5859375,0.6044776119402985,0.6243896484375
9,7,2,XGBoost,1.0,1.0,1.0,0.56640625,0.5992779783393501,0.59552001953125
9,7,3,XGBoost,1.0,1.0,1.0,0.6015625,0.5984251968503937,0.64404296875
9,7,4,XGBoost,1.0,1.0,1.0,0.56640625,0.5647058823529412,0.57427978515625
9,8,0,XGBoost,1.0,1.0,1.0,0.59765625,0.6083650190114068,0.61529541015625
9,8,1,XGBoost,1.0,1.0,1.0,0.58984375,0.5914396887159533,0.62701416015625
9,8,2,XGBoost,1.0,1.0,1.0,0.55859375,0.5603112840466926,0.57318115234375
9,8,3,XGBoost,1.0,1.0,1.0,0.57421875,0.5758754863813229,0.6148681640625
9,8,4,XGBoost,1.0,1.0,1.0,0.609375,0.6,0.62286376953125
9,9,0,XGBoost,1.0,1.0,1.0,0.5859375,0.5923076923076923,0.6083984375
9,9,1,XGBoost,1.0,1.0,1.0,0.55078125,0.555984555984556,0.58404541015625
9,9,2,XGBoost,1.0,1.0,1.0,0.59375,0.5968992248062015,0.60137939453125
9,9,3,XGBoost,1.0,1.0,1.0,0.60546875,0.6217228464419475,0.63287353515625
9,9,4,XGBoost,1.0,1.0,1.0,0.578125,0.5877862595419847,0.61669921875
9,10,0,XGBoost,1.0,1.0,1.0,0.55859375,0.5830258302583026,0.5908203125
9,10,1,XGBoost,1.0,1.0,1.0,0.5625,0.582089552238806,0.6097412109375
9,10,2,XGBoost,1.0,1.0,1.0,0.5625,0.5725190839694656,0.62567138671875
9,10,3,XGBoost,1.0,1.0,1.0,0.58203125,0.5836575875486382,0.61444091796875
9,10,4,XGBoost,1.0,1.0,1.0,0.59765625,0.5863453815261044,0.6160888671875
9,11,0,XGBoost,1.0,1.0,1.0,0.59375,0.6119402985074627,0.5997314453125
9,11,1,XGBoost,1.0,1.0,1.0,0.5546875,0.5511811023622047,0.62603759765625
9,11,2,XGBoost,1.0,1.0,1.0,0.58203125,0.599250936329588,0.6151123046875
9,11,3,XGBoost,1.0,1.0,1.0,0.609375,0.6062992125984252,0.656494140625
9,11,4,XGBoost,1.0,1.0,1.0,0.55859375,0.5603112840466926,0.60186767578125
9,12,0,XGBoost,1.0,1.0,1.0,0.609375,0.6323529411764706,0.6549072265625
9,12,1,XGBoost,1.0,1.0,1.0,0.5546875,0.5869565217391305,0.59588623046875
9,12,2,XGBoost,1.0,1.0,1.0,0.55078125,0.5724907063197026,0.58087158203125
9,12,3,XGBoost,1.0,1.0,1.0,0.59375,0.5873015873015873,0.62078857421875
9,12,4,XGBoost,1.0,1.0,1.0,0.578125,0.5939849624060151,0.5816650390625
9,13,0,XGBoost,1.0,1.0,1.0,0.6015625,0.625,0.6240234375
9,13,1,XGBoost,1.0,1.0,1.0,0.5625,0.5971223021582733,0.6014404296875
9,13,2,XGBoost,1.0,1.0,1.0,0.53515625,0.5475285171102662,0.5628662109375
9,13,3,XGBoost,1.0,1.0,1.0,0.62109375,0.616600790513834,0.6690673828125
9,13,4,XGBoost,1.0,1.0,1.0,0.59375,0.59375,0.60382080078125
9,14,0,XGBoost,1.0,1.0,1.0,0.58203125,0.5770750988142292,0.62310791015625
9,14,1,XGBoost,1.0,1.0,1.0,0.5703125,0.5925925925925926,0.5989990234375
9,14,2,XGBoost,1.0,1.0,1.0,0.58984375,0.6153846153846154,0.62225341796875
9,14,3,XGBoost,1.0,1.0,1.0,0.55078125,0.5418326693227091,0.57720947265625
9,14,4,XGBoost,1.0,1.0,1.0,0.58203125,0.5668016194331984,0.6121826171875
9,15,0,XGBoost,1.0,1.0,1.0,0.58203125,0.5962264150943396,0.62225341796875
9,15,1,XGBoost,1.0,1.0,1.0,0.546875,0.5503875968992248,0.552001953125
9,15,2,XGBoost,1.0,1.0,1.0,0.5703125,0.5769230769230769,0.56805419921875
9,15,3,XGBoost,1.0,1.0,1.0,0.59765625,0.6023166023166023,0.62554931640625
9,15,4,XGBoost,1.0,1.0,1.0,0.58203125,0.599250936329588,0.60711669921875
9,16,0,XGBoost,1.0,1.0,1.0,0.55078125,0.5267489711934157,0.57269287109375
9,16,1,XGBoost,1.0,1.0,1.0,0.60546875,0.6007905138339921,0.619873046875
9,16,2,XGBoost,1.0,1.0,1.0,0.5703125,0.5955882352941176,0.58245849609375
9,16,3,XGBoost,1.0,1.0,1.0,0.59375,0.6,0.6287841796875
9,16,4,XGBoost,1.0,1.0,1.0,0.5546875,0.5648854961832062,0.57830810546875
