layer_id,k_steps,run_id,model,train_acc,train_f1,train_auc,test_acc,test_f1,test_auc
5,0,0,XGBoost,1.0,1.0,1.0,0.78515625,0.7955390334572491,0.8790283203125
5,0,1,XGBoost,1.0,1.0,1.0,0.78515625,0.7970479704797048,0.86517333984375
5,0,2,XGBoost,1.0,1.0,1.0,0.7734375,0.7883211678832117,0.86376953125
5,0,3,XGBoost,1.0,1.0,1.0,0.75390625,0.7675276752767528,0.8604736328125
5,0,4,XGBoost,1.0,1.0,1.0,0.796875,0.8045112781954887,0.8717041015625
5,1,0,XGBoost,1.0,1.0,1.0,0.5625,0.5692307692307692,0.595703125
5,1,1,XGBoost,1.0,1.0,1.0,0.6484375,0.6715328467153284,0.68780517578125
5,1,2,XGBoost,1.0,1.0,1.0,0.6171875,0.6201550387596899,0.68304443359375
5,1,3,XGBoost,1.0,1.0,1.0,0.59765625,0.6142322097378277,0.62213134765625
5,1,4,XGBoost,1.0,1.0,1.0,0.6328125,0.6299212598425197,0.6595458984375
5,2,0,XGBoost,1.0,1.0,1.0,0.59375,0.5968992248062015,0.66363525390625
5,2,1,XGBoost,1.0,1.0,1.0,0.61328125,0.6177606177606177,0.64312744140625
5,2,2,XGBoost,1.0,1.0,1.0,0.59765625,0.6142322097378277,0.6328125
5,2,3,XGBoost,1.0,1.0,1.0,0.60546875,0.6159695817490495,0.634033203125
5,2,4,XGBoost,1.0,1.0,1.0,0.57421875,0.5758754863813229,0.61187744140625
5,3,0,XGBoost,1.0,1.0,1.0,0.5703125,0.5864661654135338,0.62432861328125
5,3,1,XGBoost,1.0,1.0,1.0,0.5859375,0.576,0.62823486328125
5,3,2,XGBoost,1.0,1.0,1.0,0.6171875,0.6048387096774194,0.65460205078125
5,3,3,XGBoost,1.0,1.0,1.0,0.59375,0.5968992248062015,0.62774658203125
5,3,4,XGBoost,1.0,1.0,1.0,0.60546875,0.6070038910505836,0.6627197265625
5,4,0,XGBoost,1.0,1.0,1.0,0.57421875,0.5823754789272031,0.64068603515625
5,4,1,XGBoost,1.0,1.0,1.0,0.62109375,0.6394052044609665,0.63916015625
5,4,2,XGBoost,1.0,1.0,1.0,0.59765625,0.596078431372549,0.6248779296875
5,4,3,XGBoost,1.0,1.0,1.0,0.61328125,0.6264150943396226,0.63623046875
5,4,4,XGBoost,1.0,1.0,1.0,0.6015625,0.5887096774193549,0.64495849609375
5,5,0,XGBoost,1.0,1.0,1.0,0.59375,0.5905511811023622,0.65576171875
5,5,1,XGBoost,1.0,1.0,1.0,0.61328125,0.6206896551724138,0.658935546875
5,5,2,XGBoost,1.0,1.0,1.0,0.609375,0.6124031007751938,0.6531982421875
5,5,3,XGBoost,1.0,1.0,1.0,0.60546875,0.6245353159851301,0.66632080078125
5,5,4,XGBoost,1.0,1.0,1.0,0.62890625,0.6274509803921569,0.6883544921875
5,6,0,XGBoost,1.0,1.0,1.0,0.56640625,0.5680933852140078,0.6434326171875
5,6,1,XGBoost,1.0,1.0,1.0,0.61328125,0.6292134831460674,0.670654296875
5,6,2,XGBoost,1.0,1.0,1.0,0.6171875,0.6397058823529411,0.678955078125
5,6,3,XGBoost,1.0,1.0,1.0,0.58203125,0.5803921568627451,0.62115478515625
5,6,4,XGBoost,1.0,1.0,1.0,0.61328125,0.6177606177606177,0.6529541015625
5,7,0,XGBoost,1.0,1.0,1.0,0.59375,0.6,0.6258544921875
5,7,1,XGBoost,1.0,1.0,1.0,0.59375,0.6060606060606061,0.6593017578125
5,7,2,XGBoost,1.0,1.0,1.0,0.65234375,0.6509803921568628,0.70562744140625
5,7,3,XGBoost,1.0,1.0,1.0,0.6328125,0.6384615384615384,0.64654541015625
5,7,4,XGBoost,1.0,1.0,1.0,0.578125,0.5877862595419847,0.60418701171875
5,8,0,XGBoost,1.0,1.0,1.0,0.59765625,0.5992217898832685,0.62384033203125
