layer_id,k_steps,run_id,model,train_acc,train_f1,train_auc,test_acc,test_f1,test_auc
11,0,0,XGBoost,1.0,1.0,1.0,0.77734375,0.7912087912087912,0.8797607421875
11,0,1,XGBoost,1.0,1.0,1.0,0.7578125,0.7785714285714286,0.86505126953125
11,0,2,XGBoost,1.0,1.0,1.0,0.78515625,0.8028673835125448,0.896484375
11,0,3,XGBoost,1.0,1.0,1.0,0.78515625,0.8028673835125448,0.87921142578125
11,0,4,XGBoost,1.0,1.0,1.0,0.78125,0.7925925925925926,0.87139892578125
11,1,0,XGBoost,1.0,1.0,1.0,0.59375,0.6119402985074627,0.6260986328125
11,1,1,XGBoost,1.0,1.0,1.0,0.58984375,0.5945945945945946,0.61566162109375
11,1,2,XGBoost,1.0,1.0,1.0,0.6328125,0.6518518518518519,0.631103515625
11,1,3,XGBoost,1.0,1.0,1.0,0.6484375,0.6785714285714286,0.63983154296875
11,1,4,XGBoost,1.0,1.0,1.0,0.57421875,0.5947955390334573,0.62640380859375
11,2,0,XGBoost,1.0,1.0,1.0,0.578125,0.6115107913669064,0.633544921875
11,2,1,XGBoost,1.0,1.0,1.0,0.61328125,0.6264150943396226,0.64453125
11,2,2,XGBoost,1.0,1.0,1.0,0.55859375,0.5735849056603773,0.5592041015625
11,2,3,XGBoost,1.0,1.0,1.0,0.55078125,0.5593869731800766,0.62969970703125
11,2,4,XGBoost,1.0,1.0,1.0,0.5625,0.5692307692307692,0.5869140625
11,3,0,XGBoost,1.0,1.0,1.0,0.55859375,0.5568627450980392,0.6260986328125
11,3,1,XGBoost,1.0,1.0,1.0,0.61328125,0.6425992779783394,0.64508056640625
11,3,2,XGBoost,1.0,1.0,1.0,0.6171875,0.631578947368421,0.6278076171875
11,3,3,XGBoost,1.0,1.0,1.0,0.6171875,0.631578947368421,0.6552734375
11,3,4,XGBoost,1.0,1.0,1.0,0.640625,0.6592592592592592,0.666748046875
11,4,0,XGBoost,1.0,1.0,1.0,0.6015625,0.6330935251798561,0.63983154296875
11,4,1,XGBoost,1.0,1.0,1.0,0.57421875,0.6007326007326007,0.6004638671875
11,4,2,XGBoost,1.0,1.0,1.0,0.55078125,0.5692883895131086,0.59344482421875
11,4,3,XGBoost,1.0,1.0,1.0,0.6015625,0.6136363636363636,0.64007568359375
11,4,4,XGBoost,1.0,1.0,1.0,0.6015625,0.625,0.651611328125
11,5,0,XGBoost,1.0,1.0,1.0,0.59375,0.6,0.63372802734375
11,5,1,XGBoost,1.0,1.0,1.0,0.5859375,0.5954198473282443,0.61065673828125
11,5,2,XGBoost,1.0,1.0,1.0,0.58984375,0.6209386281588448,0.62921142578125
11,5,3,XGBoost,1.0,1.0,1.0,0.5546875,0.5899280575539568,0.62518310546875
11,5,4,XGBoost,1.0,1.0,1.0,0.60546875,0.6273062730627307,0.633636474609375
11,6,0,XGBoost,1.0,1.0,1.0,0.609375,0.6212121212121212,0.65789794921875
11,6,1,XGBoost,1.0,1.0,1.0,0.65234375,0.6615969581749049,0.67724609375
