layer_id,k_steps,run_id,model,train_acc,train_f1,train_auc,test_acc,test_f1,test_auc
16,0,0,XGBoost,1.0,1.0,1.0,0.83203125,0.8436363636363636,0.913818359375
16,0,1,XGBoost,1.0,1.0,1.0,0.8203125,0.8308823529411765,0.9188232421875
16,0,2,XGBoost,1.0,1.0,1.0,0.8203125,0.8321167883211679,0.92144775390625
16,0,3,XGBoost,1.0,1.0,1.0,0.82421875,0.8387096774193549,0.924072265625
16,0,4,XGBoost,1.0,1.0,1.0,0.81640625,0.8303249097472925,0.919677734375
16,1,0,XGBoost,1.0,1.0,1.0,0.64453125,0.6666666666666666,0.6533203125
16,1,1,XGBoost,1.0,1.0,1.0,0.57421875,0.6202090592334495,0.6458740234375
16,1,2,XGBoost,1.0,1.0,1.0,0.54296875,0.5923344947735192,0.6036376953125
16,1,3,XGBoost,1.0,1.0,1.0,0.60546875,0.6327272727272727,0.6612548828125
16,1,4,XGBoost,1.0,1.0,1.0,0.57421875,0.6228373702422145,0.64105224609375
16,2,0,XGBoost,1.0,1.0,1.0,0.5703125,0.6126760563380281,0.61328125
16,2,1,XGBoost,1.0,1.0,1.0,0.609375,0.6575342465753424,0.6448974609375
16,2,2,XGBoost,1.0,1.0,1.0,0.6328125,0.6618705035971223,0.70458984375
16,2,3,XGBoost,1.0,1.0,1.0,0.59765625,0.6385964912280702,0.63116455078125
16,2,4,XGBoost,1.0,1.0,1.0,0.59765625,0.6508474576271186,0.63201904296875
16,3,0,XGBoost,1.0,1.0,1.0,0.59375,0.6438356164383562,0.66412353515625
16,3,1,XGBoost,1.0,1.0,1.0,0.609375,0.6527777777777778,0.68487548828125
16,3,2,XGBoost,1.0,1.0,1.0,0.60546875,0.6188679245283019,0.66815185546875
16,3,3,XGBoost,1.0,1.0,1.0,0.59375,0.6258992805755396,0.6468505859375
16,3,4,XGBoost,1.0,1.0,1.0,0.640625,0.6617647058823529,0.69549560546875
16,4,0,XGBoost,1.0,1.0,1.0,0.6328125,0.6690140845070423,0.667938232421875
16,4,1,XGBoost,1.0,1.0,1.0,0.640625,0.6783216783216783,0.69940185546875
16,4,2,XGBoost,1.0,1.0,1.0,0.60546875,0.6480836236933798,0.6632080078125
16,4,3,XGBoost,1.0,1.0,1.0,0.62109375,0.6596491228070176,0.65936279296875
16,4,4,XGBoost,1.0,1.0,1.0,0.61328125,0.6425992779783394,0.681640625
16,5,0,XGBoost,1.0,1.0,1.0,0.6015625,0.6330935251798561,0.66571044921875
16,5,1,XGBoost,1.0,1.0,1.0,0.625,0.6643356643356644,0.67547607421875
16,5,2,XGBoost,1.0,1.0,1.0,0.59765625,0.6360424028268551,0.65716552734375
16,5,3,XGBoost,1.0,1.0,1.0,0.62109375,0.6498194945848376,0.663818359375
16,5,4,XGBoost,1.0,1.0,1.0,0.59375,0.6285714285714286,0.6407470703125
16,6,0,XGBoost,1.0,1.0,1.0,0.62890625,0.6594982078853047,0.67889404296875
16,6,1,XGBoost,1.0,1.0,1.0,0.6171875,0.6549295774647887,0.66162109375
16,6,2,XGBoost,1.0,1.0,1.0,0.6171875,0.6524822695035462,0.6773681640625
16,6,3,XGBoost,1.0,1.0,1.0,0.59375,0.6231884057971014,0.66217041015625
16,6,4,XGBoost,1.0,1.0,1.0,0.56640625,0.6021505376344086,0.6156005859375
16,7,0,XGBoost,1.0,1.0,1.0,0.640625,0.6714285714285714,0.696533203125
16,7,1,XGBoost,1.0,1.0,1.0,0.66015625,0.6836363636363636,0.7110595703125
16,7,2,XGBoost,1.0,1.0,1.0,0.6484375,0.6715328467153284,0.724609375
16,7,3,XGBoost,1.0,1.0,1.0,0.61328125,0.6550522648083623,0.66033935546875
16,7,4,XGBoost,1.0,1.0,1.0,0.5859375,0.6490066225165563,0.63604736328125
16,8,0,XGBoost,1.0,1.0,1.0,0.65625,0.6834532374100719,0.69818115234375
16,8,1,XGBoost,1.0,1.0,1.0,0.61328125,0.6346863468634686,0.689208984375
