layer_id,k_steps,run_id,model,train_acc,train_f1,train_auc,test_acc,test_f1,test_auc
15,0,0,XGBoost,1.0,1.0,1.0,0.8515625,0.8613138686131386,0.9080810546875
15,0,1,XGBoost,1.0,1.0,1.0,0.81640625,0.8315412186379928,0.89581298828125
15,0,2,XGBoost,1.0,1.0,1.0,0.8515625,0.8652482269503546,0.93487548828125
15,0,3,XGBoost,1.0,1.0,1.0,0.83203125,0.8469750889679716,0.907958984375
15,0,4,XGBoost,1.0,1.0,1.0,0.80078125,0.8185053380782918,0.90234375
15,1,0,XGBoost,1.0,1.0,1.0,0.59375,0.6438356164383562,0.63616943359375
15,1,1,XGBoost,1.0,1.0,1.0,0.5546875,0.5957446808510638,0.55877685546875
15,1,2,XGBoost,1.0,1.0,1.0,0.59765625,0.6360424028268551,0.59613037109375
15,1,3,XGBoost,1.0,1.0,1.0,0.60546875,0.6431095406360424,0.65533447265625
15,1,4,XGBoost,1.0,1.0,1.0,0.5703125,0.5985401459854015,0.6199951171875
15,2,0,XGBoost,1.0,1.0,1.0,0.62109375,0.6596491228070176,0.6329345703125
15,2,1,XGBoost,1.0,1.0,1.0,0.578125,0.6170212765957447,0.62506103515625
15,2,2,XGBoost,1.0,1.0,1.0,0.5859375,0.6214285714285714,0.6563720703125
15,2,3,XGBoost,1.0,1.0,1.0,0.56640625,0.615916955017301,0.60577392578125
15,2,4,XGBoost,1.0,1.0,1.0,0.546875,0.5766423357664233,0.5609130859375
15,3,0,XGBoost,1.0,1.0,1.0,0.57421875,0.6202090592334495,0.6331787109375
15,3,1,XGBoost,1.0,1.0,1.0,0.62890625,0.6643109540636042,0.66339111328125
15,3,2,XGBoost,1.0,1.0,1.0,0.578125,0.6,0.60845947265625
15,3,3,XGBoost,1.0,1.0,1.0,0.625,0.6619718309859155,0.676513671875
15,3,4,XGBoost,1.0,1.0,1.0,0.609375,0.6453900709219859,0.633056640625
15,4,0,XGBoost,1.0,1.0,1.0,0.5546875,0.5928571428571429,0.5933837890625
15,4,1,XGBoost,1.0,1.0,1.0,0.578125,0.6142857142857143,0.646240234375
15,4,2,XGBoost,1.0,1.0,1.0,0.6328125,0.656934306569343,0.6600341796875
15,4,3,XGBoost,1.0,1.0,1.0,0.63671875,0.6593406593406593,0.6810302734375
15,4,4,XGBoost,1.0,1.0,1.0,0.61328125,0.6264150943396226,0.6611328125
15,5,0,XGBoost,1.0,1.0,1.0,0.53125,0.5620437956204379,0.57745361328125
