layer_id,model,run_id,method,train_accuracy,train_roc_auc,train_f1,train_recall,train_precision,test_accuracy,test_roc_auc,test_f1,test_recall,test_precision
11,LogisticRegression,0,real,0.8715596330275229,0.9397819093221607,0.8707692307692307,0.8628048780487805,0.8788819875776398,0.89453125,0.9608154296875,0.8906882591093117,0.859375,0.9243697478991597
11,XGBoost,0,real,0.7048929663608563,0.7585291036959448,0.7053435114503817,0.7042682926829268,0.7064220183486238,0.7265625,0.7806396484375,0.7244094488188977,0.71875,0.7301587301587301
11,LogisticRegression,0,random_shuffle,0.5091743119266054,0.5150101002543768,0.5216095380029806,0.5335365853658537,0.5102040816326531,0.50390625,0.4908447265625,0.5313653136531366,0.5625,0.5034965034965035
11,LogisticRegression,0,random_unit_vector,0.4434250764525994,0.43842585665120454,0.45345345345345345,0.4603658536585366,0.4467455621301775,0.453125,0.44171142578125,0.47368421052631576,0.4921875,0.45652173913043476
11,LogisticRegression,1,real,0.8689024390243902,0.9394564843481252,0.8731563421828908,0.8888888888888888,0.8579710144927536,0.91015625,0.970947265625,0.9098039215686274,0.90625,0.9133858267716536
11,XGBoost,1,real,0.7149390243902439,0.777619724988146,0.726207906295754,0.7447447447447447,0.7085714285714285,0.703125,0.77734375,0.7142857142857143,0.7421875,0.6884057971014492
11,LogisticRegression,1,random_shuffle,0.4893292682926829,0.4687473851560539,0.4806201550387597,0.46546546546546547,0.4967948717948718,0.50390625,0.45806884765625,0.5096525096525096,0.515625,0.5038167938931297
11,LogisticRegression,1,random_unit_vector,0.5579268292682927,0.5771158155059084,0.5565749235474006,0.5465465465465466,0.5669781931464174,0.5390625,0.5511474609375,0.5426356589147286,0.546875,0.5384615384615384
11,LogisticRegression,2,real,0.879746835443038,0.9485813294340341,0.8793650793650793,0.8683385579937304,0.8906752411575563,0.90234375,0.9708251953125,0.9042145593869731,0.921875,0.8872180451127819
11,XGBoost,2,real,0.7262658227848101,0.7919116247859225,0.7240829346092504,0.7115987460815048,0.737012987012987,0.6796875,0.7742919921875,0.6666666666666666,0.640625,0.6949152542372882
11,LogisticRegression,2,random_shuffle,0.5268987341772152,0.5460754955081274,0.5421133231240429,0.554858934169279,0.5299401197604791,0.5078125,0.52325439453125,0.5434782608695652,0.5859375,0.5067567567567568
