layer_id,k_steps,run_id,model,train_acc,train_f1,train_auc,test_acc,test_f1,test_auc
13,0,0,XGBoost,1.0,1.0,1.0,0.75390625,0.7725631768953068,0.8306884765625
13,0,1,XGBoost,1.0,1.0,1.0,0.72265625,0.7380073800738007,0.8155517578125
13,0,2,XGBoost,1.0,1.0,1.0,0.734375,0.7518248175182481,0.83099365234375
13,0,3,XGBoost,1.0,1.0,1.0,0.73828125,0.7509293680297398,0.82373046875
13,0,4,XGBoost,1.0,1.0,1.0,0.78515625,0.8,0.86785888671875
13,1,0,XGBoost,1.0,1.0,1.0,0.6015625,0.6194029850746269,0.6456298828125
13,1,1,XGBoost,1.0,1.0,1.0,0.609375,0.609375,0.6402587890625
13,1,2,XGBoost,1.0,1.0,1.0,0.5625,0.5555555555555556,0.58050537109375
13,1,3,XGBoost,1.0,1.0,1.0,0.59375,0.6148148148148148,0.63189697265625
13,1,4,XGBoost,1.0,1.0,1.0,0.62890625,0.6494464944649446,0.6888427734375
13,2,0,XGBoost,1.0,1.0,1.0,0.55859375,0.5767790262172284,0.604248046875
13,2,1,XGBoost,1.0,1.0,1.0,0.5546875,0.5899280575539568,0.60223388671875
13,2,2,XGBoost,1.0,1.0,1.0,0.5390625,0.5661764705882353,0.591796875
13,2,3,XGBoost,1.0,1.0,1.0,0.58203125,0.5900383141762452,0.59942626953125
13,2,4,XGBoost,1.0,1.0,1.0,0.6015625,0.6277372262773723,0.622802734375
13,3,0,XGBoost,1.0,1.0,1.0,0.54296875,0.5551330798479087,0.58245849609375
13,3,1,XGBoost,1.0,1.0,1.0,0.546875,0.536,0.59429931640625
13,3,2,XGBoost,1.0,1.0,1.0,0.57421875,0.5977859778597786,0.604736328125
13,3,3,XGBoost,1.0,1.0,1.0,0.609375,0.635036496350365,0.66571044921875
13,3,4,XGBoost,1.0,1.0,1.0,0.5703125,0.60431654676259,0.594482421875
13,4,0,XGBoost,1.0,1.0,1.0,0.6015625,0.6165413533834586,0.6142578125
13,4,1,XGBoost,1.0,1.0,1.0,0.58984375,0.6125461254612546,0.60491943359375
13,4,2,XGBoost,1.0,1.0,1.0,0.62109375,0.622568093385214,0.64862060546875
13,4,3,XGBoost,1.0,1.0,1.0,0.58203125,0.5868725868725869,0.6131591796875
13,4,4,XGBoost,1.0,1.0,1.0,0.62109375,0.6472727272727272,0.6478271484375
