layer_id,k_steps,run_id,model,train_acc,train_f1,train_auc,test_acc,test_f1,test_auc
3,0,0,XGBoost,1.0,1.0,1.0,0.66015625,0.6640926640926641,0.7403564453125
3,0,1,XGBoost,1.0,1.0,1.0,0.6640625,0.6717557251908397,0.72723388671875
3,0,2,XGBoost,1.0,1.0,1.0,0.65625,0.6641221374045801,0.7366943359375
3,0,3,XGBoost,1.0,1.0,1.0,0.6484375,0.6666666666666666,0.7293701171875
3,0,4,XGBoost,1.0,1.0,1.0,0.6875,0.696969696969697,0.73712158203125
3,1,0,XGBoost,1.0,1.0,1.0,0.546875,0.5606060606060606,0.57672119140625
3,1,1,XGBoost,1.0,1.0,1.0,0.55859375,0.5767790262172284,0.56585693359375
3,1,2,XGBoost,1.0,1.0,1.0,0.6015625,0.6304347826086957,0.62274169921875
3,1,3,XGBoost,1.0,1.0,1.0,0.56640625,0.5747126436781609,0.61456298828125
3,1,4,XGBoost,1.0,1.0,1.0,0.5859375,0.6074074074074074,0.59613037109375
3,2,0,XGBoost,1.0,1.0,1.0,0.52734375,0.550185873605948,0.55169677734375
3,2,1,XGBoost,1.0,1.0,1.0,0.5234375,0.5413533834586466,0.53515625
3,2,2,XGBoost,1.0,1.0,1.0,0.53125,0.5384615384615384,0.55084228515625
3,2,3,XGBoost,1.0,1.0,1.0,0.50390625,0.5171102661596958,0.5174560546875
3,2,4,XGBoost,1.0,1.0,1.0,0.5390625,0.562962962962963,0.524658203125
3,3,0,XGBoost,1.0,1.0,1.0,0.5,0.5328467153284672,0.509765625
3,3,1,XGBoost,1.0,1.0,1.0,0.53515625,0.5608856088560885,0.5367431640625
3,3,2,XGBoost,1.0,1.0,1.0,0.56640625,0.5963636363636363,0.556640625
3,3,3,XGBoost,1.0,1.0,1.0,0.53515625,0.5440613026819924,0.53668212890625
3,3,4,XGBoost,1.0,1.0,1.0,0.48828125,0.5166051660516605,0.50054931640625
3,4,0,XGBoost,1.0,1.0,1.0,0.53125,0.5454545454545454,0.5350341796875
3,4,1,XGBoost,1.0,1.0,1.0,0.59375,0.6231884057971014,0.5889892578125
3,4,2,XGBoost,1.0,1.0,1.0,0.51953125,0.5358490566037736,0.5499267578125
3,4,3,XGBoost,1.0,1.0,1.0,0.55859375,0.5735849056603773,0.566162109375
3,4,4,XGBoost,1.0,1.0,1.0,0.5078125,0.5,0.52777099609375
3,5,0,XGBoost,1.0,1.0,1.0,0.515625,0.5118110236220472,0.52252197265625
3,5,1,XGBoost,1.0,1.0,1.0,0.51953125,0.5393258426966292,0.52789306640625
3,5,2,XGBoost,1.0,1.0,1.0,0.53125,0.5454545454545454,0.53839111328125
3,5,3,XGBoost,1.0,1.0,1.0,0.5625,0.5882352941176471,0.5399169921875
3,5,4,XGBoost,1.0,1.0,1.0,0.5,0.5259259259259259,0.529052734375
3,6,0,XGBoost,1.0,1.0,1.0,0.53515625,0.5475285171102662,0.5421142578125
3,6,1,XGBoost,1.0,1.0,1.0,0.484375,0.5037593984962406,0.52545166015625
3,6,2,XGBoost,1.0,1.0,1.0,0.51953125,0.5358490566037736,0.503662109375
3,6,3,XGBoost,1.0,1.0,1.0,0.515625,0.5193798449612403,0.547119140625
3,6,4,XGBoost,1.0,1.0,1.0,0.56640625,0.5811320754716981,0.58331298828125
3,7,0,XGBoost,1.0,1.0,1.0,0.53125,0.5348837209302325,0.51226806640625
3,7,1,XGBoost,1.0,1.0,1.0,0.515625,0.5267175572519084,0.54010009765625
3,7,2,XGBoost,1.0,1.0,1.0,0.51171875,0.5318352059925093,0.5146484375
3,7,3,XGBoost,1.0,1.0,1.0,0.51953125,0.525096525096525,0.5455322265625
3,7,4,XGBoost,1.0,1.0,1.0,0.515625,0.5507246376811594,0.55169677734375
3,8,0,XGBoost,1.0,1.0,1.0,0.50390625,0.4940239043824701,0.52581787109375
3,8,1,XGBoost,1.0,1.0,1.0,0.49609375,0.4980544747081712,0.5194091796875
3,8,2,XGBoost,1.0,1.0,1.0,0.546875,0.5703703703703704,0.52032470703125
3,8,3,XGBoost,1.0,1.0,1.0,0.5,0.5294117647058824,0.5025634765625
3,8,4,XGBoost,1.0,1.0,1.0,0.5234375,0.5343511450381679,0.512939453125
3,9,0,XGBoost,1.0,1.0,1.0,0.52734375,0.5291828793774319,0.55963134765625
3,9,1,XGBoost,1.0,1.0,1.0,0.5390625,0.562962962962963,0.54888916015625
3,9,2,XGBoost,1.0,1.0,1.0,0.54296875,0.5447470817120622,0.53662109375
3,9,3,XGBoost,1.0,1.0,1.0,0.53125,0.5419847328244275,0.52313232421875
3,9,4,XGBoost,1.0,1.0,1.0,0.48046875,0.4904214559386973,0.48333740234375
3,10,0,XGBoost,1.0,1.0,1.0,0.51171875,0.5387453874538746,0.51580810546875
3,10,1,XGBoost,1.0,1.0,1.0,0.49609375,0.4980544747081712,0.5194091796875
3,10,2,XGBoost,1.0,1.0,1.0,0.53125,0.5384615384615384,0.55084228515625
3,10,3,XGBoost,1.0,1.0,1.0,0.51171875,0.5136186770428015,0.503662109375
3,10,4,XGBoost,1.0,1.0,1.0,0.49609375,0.5239852398523985,0.50872802734375
3,11,0,XGBoost,1.0,1.0,1.0,0.5390625,0.5461538461538461,0.54705810546875
3,11,1,XGBoost,1.0,1.0,1.0,0.48828125,0.5019011406844106,0.503173828125
3,11,2,XGBoost,1.0,1.0,1.0,0.55078125,0.5907473309608541,0.5623779296875
3,11,3,XGBoost,1.0,1.0,1.0,0.4921875,0.48412698412698413,0.5126953125
3,11,4,XGBoost,1.0,1.0,1.0,0.55859375,0.5703422053231939,0.56121826171875
3,12,0,XGBoost,1.0,1.0,1.0,0.515625,0.5373134328358209,0.54669189453125
3,12,1,XGBoost,1.0,1.0,1.0,0.5234375,0.5271317829457365,0.5384521484375
3,12,2,XGBoost,1.0,1.0,1.0,0.4921875,0.5,0.5018310546875
3,12,3,XGBoost,1.0,1.0,1.0,0.52734375,0.5254901960784314,0.5374755859375
3,12,4,XGBoost,1.0,1.0,1.0,0.53125,0.5488721804511278,0.5322265625
