layer_id,k_steps,run_id,model,train_acc,train_f1,train_auc,test_acc,test_f1,test_auc
2,0,0,XGBoost,1.0,1.0,1.0,0.65234375,0.6590038314176245,0.72100830078125
2,0,1,XGBoost,1.0,1.0,1.0,0.64453125,0.6539923954372624,0.72552490234375
2,0,2,XGBoost,1.0,1.0,1.0,0.69140625,0.7018867924528301,0.7418212890625
2,0,3,XGBoost,1.0,1.0,1.0,0.66796875,0.6718146718146718,0.7335205078125
2,0,4,XGBoost,1.0,1.0,1.0,0.6484375,0.6484375,0.6934814453125
2,1,0,XGBoost,1.0,1.0,1.0,0.5625,0.5725190839694656,0.5689697265625
2,1,1,XGBoost,1.0,1.0,1.0,0.5703125,0.5864661654135338,0.582763671875
2,1,2,XGBoost,1.0,1.0,1.0,0.56640625,0.5811320754716981,0.57977294921875
2,1,3,XGBoost,1.0,1.0,1.0,0.56640625,0.5811320754716981,0.60528564453125
2,1,4,XGBoost,1.0,1.0,1.0,0.515625,0.5507246376811594,0.55438232421875
2,2,0,XGBoost,1.0,1.0,1.0,0.5390625,0.5390625,0.55560302734375
2,2,1,XGBoost,1.0,1.0,1.0,0.5703125,0.5955882352941176,0.58233642578125
2,2,2,XGBoost,1.0,1.0,1.0,0.515625,0.5407407407407407,0.53765869140625
2,2,3,XGBoost,1.0,1.0,1.0,0.56640625,0.5904059040590406,0.59088134765625
2,2,4,XGBoost,1.0,1.0,1.0,0.56640625,0.5747126436781609,0.59320068359375
2,3,0,XGBoost,1.0,1.0,1.0,0.5546875,0.583941605839416,0.55377197265625
2,3,1,XGBoost,1.0,1.0,1.0,0.55078125,0.5878136200716846,0.5635986328125
2,3,2,XGBoost,1.0,1.0,1.0,0.4921875,0.5075757575757576,0.5030517578125
2,3,3,XGBoost,1.0,1.0,1.0,0.5390625,0.556390977443609,0.5343017578125
2,3,4,XGBoost,1.0,1.0,1.0,0.51953125,0.5494505494505495,0.53436279296875
2,4,0,XGBoost,1.0,1.0,1.0,0.47265625,0.509090909090909,0.5032958984375
2,4,1,XGBoost,1.0,1.0,1.0,0.54296875,0.5517241379310345,0.5145263671875
2,4,2,XGBoost,1.0,1.0,1.0,0.51171875,0.5421245421245421,0.47906494140625
2,4,3,XGBoost,1.0,1.0,1.0,0.546875,0.5766423357664233,0.58172607421875
2,4,4,XGBoost,1.0,1.0,1.0,0.52734375,0.5363984674329502,0.50347900390625
2,5,0,XGBoost,1.0,1.0,1.0,0.47265625,0.49814126394052044,0.48895263671875
2,5,1,XGBoost,1.0,1.0,1.0,0.56640625,0.587360594795539,0.58074951171875
2,5,2,XGBoost,1.0,1.0,1.0,0.5546875,0.5581395348837209,0.52850341796875
2,5,3,XGBoost,1.0,1.0,1.0,0.5546875,0.5808823529411765,0.5361328125
2,5,4,XGBoost,1.0,1.0,1.0,0.55859375,0.5890909090909091,0.5792236328125
2,6,0,XGBoost,1.0,1.0,1.0,0.5,0.5259259259259259,0.50384521484375
2,6,1,XGBoost,1.0,1.0,1.0,0.48046875,0.5163636363636364,0.4998779296875
2,6,2,XGBoost,1.0,1.0,1.0,0.51953125,0.555956678700361,0.525146484375
2,6,3,XGBoost,1.0,1.0,1.0,0.5546875,0.5957446808510638,0.5567626953125
2,6,4,XGBoost,1.0,1.0,1.0,0.53515625,0.5576208178438662,0.54736328125
2,7,0,XGBoost,1.0,1.0,1.0,0.48828125,0.5093632958801498,0.497802734375
2,7,1,XGBoost,1.0,1.0,1.0,0.46875,0.4603174603174603,0.47711181640625
2,7,2,XGBoost,1.0,1.0,1.0,0.515625,0.5338345864661654,0.52349853515625
2,7,3,XGBoost,1.0,1.0,1.0,0.51953125,0.5214007782101168,0.533203125
2,7,4,XGBoost,1.0,1.0,1.0,0.546875,0.5572519083969466,0.53936767578125
2,8,0,XGBoost,1.0,1.0,1.0,0.53125,0.5488721804511278,0.58306884765625
2,8,1,XGBoost,1.0,1.0,1.0,0.5078125,0.5594405594405595,0.529296875
2,8,2,XGBoost,1.0,1.0,1.0,0.51171875,0.5247148288973384,0.50738525390625
2,8,3,XGBoost,1.0,1.0,1.0,0.515625,0.5338345864661654,0.5286865234375
2,8,4,XGBoost,1.0,1.0,1.0,0.515625,0.5474452554744526,0.529296875
2,9,0,XGBoost,1.0,1.0,1.0,0.51953125,0.5461254612546126,0.5322265625
2,9,1,XGBoost,1.0,1.0,1.0,0.52734375,0.5433962264150943,0.52655029296875
2,9,2,XGBoost,1.0,1.0,1.0,0.51171875,0.5387453874538746,0.5316162109375
2,9,3,XGBoost,1.0,1.0,1.0,0.515625,0.5303030303030303,0.51910400390625
2,9,4,XGBoost,1.0,1.0,1.0,0.5,0.5362318840579711,0.49365234375
2,10,0,XGBoost,1.0,1.0,1.0,0.4921875,0.5075757575757576,0.5050048828125
2,10,1,XGBoost,1.0,1.0,1.0,0.53125,0.5522388059701493,0.5360107421875
2,10,2,XGBoost,1.0,1.0,1.0,0.53515625,0.5576208178438662,0.5244140625
2,10,3,XGBoost,1.0,1.0,1.0,0.58984375,0.6153846153846154,0.620849609375
2,10,4,XGBoost,1.0,1.0,1.0,0.53515625,0.5509433962264151,0.5413818359375
2,11,0,XGBoost,1.0,1.0,1.0,0.46484375,0.49070631970260226,0.48907470703125
2,11,1,XGBoost,1.0,1.0,1.0,0.51171875,0.5421245421245421,0.510009765625
2,11,2,XGBoost,1.0,1.0,1.0,0.52734375,0.5468164794007491,0.53155517578125
2,11,3,XGBoost,1.0,1.0,1.0,0.55859375,0.5799256505576208,0.58026123046875
2,11,4,XGBoost,1.0,1.0,1.0,0.5234375,0.5307692307692308,0.5264892578125
2,12,0,XGBoost,1.0,1.0,1.0,0.54296875,0.5447470817120622,0.522216796875
2,12,1,XGBoost,1.0,1.0,1.0,0.515625,0.5407407407407407,0.5391845703125
2,12,2,XGBoost,1.0,1.0,1.0,0.515625,0.5303030303030303,0.53125
2,12,3,XGBoost,1.0,1.0,1.0,0.5,0.5151515151515151,0.4910888671875
2,12,4,XGBoost,1.0,1.0,1.0,0.56640625,0.5612648221343873,0.5985107421875
2,13,0,XGBoost,1.0,1.0,1.0,0.47265625,0.49056603773584906,0.47796630859375
2,13,1,XGBoost,1.0,1.0,1.0,0.5234375,0.5378787878787878,0.521728515625
2,13,2,XGBoost,1.0,1.0,1.0,0.5078125,0.5434782608695652,0.49688720703125
