layer_id,k_steps,run_id,model,train_acc,train_f1,train_auc,test_acc,test_f1,test_auc
1,0,0,XGBoost,1.0,1.0,1.0,0.65625,0.6641221374045801,0.72601318359375
1,0,1,XGBoost,1.0,1.0,1.0,0.6484375,0.6666666666666666,0.7244873046875
1,0,2,XGBoost,1.0,1.0,1.0,0.69140625,0.7063197026022305,0.75445556640625
1,0,3,XGBoost,1.0,1.0,1.0,0.6796875,0.6846153846153846,0.74859619140625
1,0,4,XGBoost,1.0,1.0,1.0,0.68359375,0.7054545454545454,0.75128173828125
1,1,0,XGBoost,1.0,1.0,1.0,0.5703125,0.5736434108527132,0.5830078125
1,1,1,XGBoost,1.0,1.0,1.0,0.54296875,0.5714285714285714,0.5648193359375
1,1,2,XGBoost,1.0,1.0,1.0,0.578125,0.5846153846153846,0.5836181640625
1,1,3,XGBoost,1.0,1.0,1.0,0.59375,0.6030534351145038,0.65765380859375
1,1,4,XGBoost,1.0,1.0,1.0,0.57421875,0.5855513307984791,0.6033935546875
1,2,0,XGBoost,1.0,1.0,1.0,0.54296875,0.5806451612903226,0.6011962890625
1,2,1,XGBoost,1.0,1.0,1.0,0.58984375,0.6007604562737643,0.609619140625
1,2,2,XGBoost,1.0,1.0,1.0,0.55078125,0.5525291828793775,0.595458984375
1,2,3,XGBoost,1.0,1.0,1.0,0.58984375,0.5945945945945946,0.60540771484375
1,2,4,XGBoost,1.0,1.0,1.0,0.55859375,0.5703422053231939,0.59600830078125
1,3,0,XGBoost,1.0,1.0,1.0,0.56640625,0.5904059040590406,0.57080078125
1,3,1,XGBoost,1.0,1.0,1.0,0.578125,0.5877862595419847,0.622314453125
1,3,2,XGBoost,1.0,1.0,1.0,0.5390625,0.5426356589147286,0.55645751953125
1,3,3,XGBoost,1.0,1.0,1.0,0.56640625,0.5779467680608364,0.59808349609375
1,3,4,XGBoost,1.0,1.0,1.0,0.578125,0.5939849624060151,0.60693359375
1,4,0,XGBoost,1.0,1.0,1.0,0.546875,0.5671641791044776,0.56365966796875
1,4,1,XGBoost,1.0,1.0,1.0,0.5703125,0.5833333333333334,0.590087890625
1,4,2,XGBoost,1.0,1.0,1.0,0.55859375,0.5860805860805861,0.6065673828125
1,4,3,XGBoost,1.0,1.0,1.0,0.6015625,0.6277372262773723,0.621826171875
1,4,4,XGBoost,1.0,1.0,1.0,0.54296875,0.5551330798479087,0.5924072265625
1,5,0,XGBoost,1.0,1.0,1.0,0.52734375,0.5433962264150943,0.54241943359375
1,5,1,XGBoost,1.0,1.0,1.0,0.54296875,0.5617977528089888,0.55792236328125
1,5,2,XGBoost,1.0,1.0,1.0,0.515625,0.5267175572519084,0.60302734375
1,5,3,XGBoost,1.0,1.0,1.0,0.53125,0.53125,0.5582275390625
1,5,4,XGBoost,1.0,1.0,1.0,0.5234375,0.5307692307692308,0.55438232421875
1,6,0,XGBoost,1.0,1.0,1.0,0.54296875,0.5551330798479087,0.55316162109375
1,6,1,XGBoost,1.0,1.0,1.0,0.5703125,0.5895522388059702,0.5723876953125
1,6,2,XGBoost,1.0,1.0,1.0,0.5546875,0.5714285714285714,0.59259033203125
1,6,3,XGBoost,1.0,1.0,1.0,0.53515625,0.5509433962264151,0.5574951171875
1,6,4,XGBoost,1.0,1.0,1.0,0.5625,0.5658914728682171,0.58807373046875
1,7,0,XGBoost,1.0,1.0,1.0,0.5078125,0.5153846153846153,0.549072265625
1,7,1,XGBoost,1.0,1.0,1.0,0.546875,0.5639097744360902,0.59271240234375
1,7,2,XGBoost,1.0,1.0,1.0,0.55859375,0.5670498084291188,0.5936279296875
1,7,3,XGBoost,1.0,1.0,1.0,0.52734375,0.5535055350553506,0.56610107421875
1,7,4,XGBoost,1.0,1.0,1.0,0.55078125,0.5692883895131086,0.56280517578125
1,8,0,XGBoost,1.0,1.0,1.0,0.54296875,0.5617977528089888,0.561767578125
1,8,1,XGBoost,1.0,1.0,1.0,0.52734375,0.5468164794007491,0.54302978515625
1,8,2,XGBoost,1.0,1.0,1.0,0.49609375,0.4901185770750988,0.523681640625
1,8,3,XGBoost,1.0,1.0,1.0,0.52734375,0.5291828793774319,0.5640869140625
1,8,4,XGBoost,1.0,1.0,1.0,0.5625,0.5789473684210527,0.59503173828125
1,9,0,XGBoost,1.0,1.0,1.0,0.515625,0.5539568345323741,0.54132080078125
1,9,1,XGBoost,1.0,1.0,1.0,0.5390625,0.5426356589147286,0.55560302734375
1,9,2,XGBoost,1.0,1.0,1.0,0.51171875,0.5283018867924528,0.50640869140625
1,9,3,XGBoost,1.0,1.0,1.0,0.5625,0.5757575757575758,0.56170654296875
1,9,4,XGBoost,1.0,1.0,1.0,0.50390625,0.5543859649122806,0.54864501953125
1,10,0,XGBoost,1.0,1.0,1.0,0.52734375,0.5217391304347826,0.5633544921875
1,10,1,XGBoost,1.0,1.0,1.0,0.578125,0.5846153846153846,0.567626953125
1,10,2,XGBoost,1.0,1.0,1.0,0.5625,0.5757575757575758,0.56292724609375
1,10,3,XGBoost,1.0,1.0,1.0,0.5234375,0.512,0.51080322265625
1,10,4,XGBoost,1.0,1.0,1.0,0.5703125,0.5864661654135338,0.58929443359375
1,11,0,XGBoost,1.0,1.0,1.0,0.53125,0.5588235294117647,0.57403564453125
1,11,1,XGBoost,1.0,1.0,1.0,0.53515625,0.5672727272727273,0.53369140625
1,11,2,XGBoost,1.0,1.0,1.0,0.5234375,0.5196850393700787,0.55224609375
1,11,3,XGBoost,1.0,1.0,1.0,0.59765625,0.628158844765343,0.63018798828125
1,11,4,XGBoost,1.0,1.0,1.0,0.54296875,0.5375494071146245,0.55401611328125
1,12,0,XGBoost,1.0,1.0,1.0,0.55078125,0.5627376425855514,0.557373046875
1,12,1,XGBoost,1.0,1.0,1.0,0.55859375,0.5860805860805861,0.57244873046875
1,12,2,XGBoost,1.0,1.0,1.0,0.5390625,0.553030303030303,0.5677490234375
1,12,3,XGBoost,1.0,1.0,1.0,0.5703125,0.5634920634920635,0.58831787109375
1,12,4,XGBoost,1.0,1.0,1.0,0.5859375,0.5691056910569106,0.60589599609375
1,13,0,XGBoost,1.0,1.0,1.0,0.515625,0.504,0.5399169921875
1,13,1,XGBoost,1.0,1.0,1.0,0.58203125,0.599250936329588,0.5836181640625
1,13,2,XGBoost,1.0,1.0,1.0,0.5625,0.5625,0.59820556640625
1,13,3,XGBoost,1.0,1.0,1.0,0.54296875,0.5447470817120622,0.56524658203125
1,13,4,XGBoost,1.0,1.0,1.0,0.5234375,0.5307692307692308,0.52252197265625
1,14,0,XGBoost,1.0,1.0,1.0,0.55859375,0.5767790262172284,0.570068359375
1,14,1,XGBoost,1.0,1.0,1.0,0.55078125,0.5593869731800766,0.56268310546875
1,14,2,XGBoost,1.0,1.0,1.0,0.57421875,0.5855513307984791,0.6016845703125
1,14,3,XGBoost,1.0,1.0,1.0,0.5390625,0.5426356589147286,0.5692138671875
1,14,4,XGBoost,1.0,1.0,1.0,0.51171875,0.5387453874538746,0.54949951171875
1,15,0,XGBoost,1.0,1.0,1.0,0.5390625,0.562962962962963,0.513916015625
1,15,1,XGBoost,1.0,1.0,1.0,0.55859375,0.5799256505576208,0.5762939453125
1,15,2,XGBoost,1.0,1.0,1.0,0.58984375,0.6096654275092936,0.60321044921875
1,15,3,XGBoost,1.0,1.0,1.0,0.546875,0.5503875968992248,0.56451416015625
1,15,4,XGBoost,1.0,1.0,1.0,0.546875,0.5703703703703704,0.557861328125
1,16,0,XGBoost,1.0,1.0,1.0,0.53125,0.5488721804511278,0.5587158203125
1,16,1,XGBoost,1.0,1.0,1.0,0.5546875,0.5681818181818182,0.54669189453125
1,16,2,XGBoost,1.0,1.0,1.0,0.515625,0.5303030303030303,0.5479736328125
1,16,3,XGBoost,1.0,1.0,1.0,0.55859375,0.5568627450980392,0.56915283203125
1,16,4,XGBoost,1.0,1.0,1.0,0.54296875,0.5617977528089888,0.5611572265625
