concept,method,debias_layer,downstream_layer,layers_after,label,mmd2
eyeglasses,diff_means,2,13,11,pos,0.0
eyeglasses,diff_means,2,13,11,neg,0.0
eyeglasses,diff_means,2,14,12,pos,0.0
eyeglasses,diff_means,2,14,12,neg,0.0
eyeglasses,diff_means,2,15,13,pos,0.0
eyeglasses,diff_means,2,15,13,neg,0.0
eyeglasses,diff_means,2,16,14,pos,0.0
eyeglasses,diff_means,2,16,14,neg,0.0
eyeglasses,diff_means,2,17,15,pos,0.0
eyeglasses,diff_means,2,17,15,neg,0.0
eyeglasses,diff_means,2,18,16,pos,0.0
eyeglasses,diff_means,2,18,16,neg,0.0
eyeglasses,diff_means,2,19,17,pos,0.0
eyeglasses,diff_means,2,19,17,neg,0.0
eyeglasses,diff_means,2,20,18,pos,0.0
eyeglasses,diff_means,2,20,18,neg,0.0
eyeglasses,diff_means,2,21,19,pos,0.0
eyeglasses,diff_means,2,21,19,neg,0.0
eyeglasses,diff_means,2,22,20,pos,0.0
eyeglasses,diff_means,2,22,20,neg,0.0
eyeglasses,diff_means,2,23,21,pos,0.0
eyeglasses,diff_means,2,23,21,neg,0.0
eyeglasses,diff_means,3,3,0,pos,0.0034004258333875104
eyeglasses,diff_means,3,3,0,neg,0.013556755267940312
eyeglasses,diff_means,3,4,1,pos,0.0
eyeglasses,diff_means,3,4,1,neg,0.006528731611839422
eyeglasses,diff_means,3,5,2,pos,0.0
eyeglasses,diff_means,3,5,2,neg,0.0024792300734663986
eyeglasses,diff_means,3,6,3,pos,0.0
eyeglasses,diff_means,3,6,3,neg,0.0011501920106882224
eyeglasses,diff_means,3,7,4,pos,0.0
eyeglasses,diff_means,3,7,4,neg,0.0007214579532199838
eyeglasses,diff_means,3,8,5,pos,0.0
eyeglasses,diff_means,3,8,5,neg,0.0
eyeglasses,diff_means,3,9,6,pos,0.0
eyeglasses,diff_means,3,9,6,neg,0.0
eyeglasses,diff_means,3,10,7,pos,0.0
eyeglasses,diff_means,3,10,7,neg,0.0
eyeglasses,diff_means,3,11,8,pos,0.0
eyeglasses,diff_means,3,11,8,neg,0.0
eyeglasses,diff_means,3,12,9,pos,0.0
eyeglasses,diff_means,3,12,9,neg,0.0
eyeglasses,diff_means,3,13,10,pos,0.0
eyeglasses,diff_means,3,13,10,neg,0.0
eyeglasses,diff_means,3,14,11,pos,0.0
eyeglasses,diff_means,3,14,11,neg,0.0
eyeglasses,diff_means,3,15,12,pos,0.0
eyeglasses,diff_means,3,15,12,neg,0.0
eyeglasses,diff_means,3,16,13,pos,0.0
eyeglasses,diff_means,3,16,13,neg,0.0
eyeglasses,diff_means,3,17,14,pos,0.0
